Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Name_Complexity,Hiring_Decision
Male,White,40,Bachelors,5.3,43.5,0.0,4.6,Urban,69.6,1,0
Male,White,22,Masters,9.0,55.4,81.7,2.2,Urban,42.3,2,1
Female,White,29,Masters,2.2,70.5,14.4,3.9,Urban,23.1,1,0
Male,Hispanic,29,Masters,8.8,100.0,23.6,1.0,Urban,89.8,3,1
Male,Black,39,High School,1.6,65.0,69.7,1.0,Suburban,79.5,2,0
Male,Asian,22,Masters,4.6,72.6,57.6,1.3,Rural,85.9,3,0
Male,White,60,Masters,1.5,94.7,27.9,2.7,Rural,47.1,4,0
Male,White,40,High School,3.9,84.5,53.9,1.3,Urban,64.7,1,0
Male,White,36,Bachelors,2.3,61.9,31.9,4.6,Suburban,58.8,1,1
Male,Hispanic,46,Bachelors,1.5,53.9,23.5,1.0,Urban,87.9,4,0
Male,Asian,58,Masters,19.7,76.8,26.2,2.1,Suburban,39.2,3,1
Female,Hispanic,43,High School,0.8,57.8,43.5,1.2,Rural,34.9,4,0
Male,White,44,Bachelors,9.4,69.7,80.6,1.0,Urban,63.6,3,1
Female,Asian,36,PhD,21.8,75.0,38.9,3.2,Rural,63.5,3,1
Male,Asian,33,Masters,0.1,97.8,48.6,2.1,Rural,55.1,3,0
Male,White,30,PhD,7.3,82.4,91.5,4.7,Suburban,49.1,2,1
Male,Hispanic,26,PhD,1.4,60.2,30.6,1.0,Suburban,67.3,3,0
Male,Hispanic,28,High School,0.2,60.8,47.4,4.1,Suburban,52.1,3,0
Male,Hispanic,22,Masters,2.6,80.9,54.7,2.2,Rural,55.8,4,0
Male,Asian,34,Bachelors,15.8,89.3,68.0,3.8,Suburban,24.8,4,1
Male,White,22,Masters,0.1,62.9,29.6,1.3,Urban,41.3,1,0
Male,White,36,Bachelors,5.4,47.2,7.4,3.2,Suburban,75.2,1,0
Male,Hispanic,34,PhD,3.4,80.0,53.8,2.2,Urban,51.8,4,0
Male,White,36,Masters,12.5,82.0,59.4,2.5,Rural,77.3,2,1
Male,Asian,29,Masters,0.5,94.7,19.1,1.1,Rural,12.9,3,0
Female,Asian,65,High School,6.0,47.1,59.1,2.9,Suburban,59.9,3,0
Male,Asian,48,High School,6.6,59.6,0.0,1.5,Suburban,69.4,3,0
Male,Hispanic,22,Masters,5.5,45.6,54.8,1.9,Rural,85.1,4,0
Female,White,37,High School,15.7,36.9,78.5,2.8,Urban,28.5,1,0
Male,White,28,Masters,10.5,90.6,34.2,2.8,Suburban,40.7,2,1
Male,White,24,High School,0.3,93.6,57.6,5.0,Urban,37.0,3,1
Female,Black,22,Masters,2.9,37.9,71.6,1.0,Suburban,74.2,2,0
Male,White,39,Bachelors,3.1,65.1,52.4,2.9,Urban,33.6,1,0
Male,White,28,Masters,2.2,77.8,59.4,2.0,Suburban,60.8,1,0
Male,Hispanic,44,Masters,3.0,93.6,58.8,2.9,Urban,63.0,3,0
Male,Hispanic,44,Bachelors,2.4,30.0,70.5,3.9,Urban,31.7,3,0
Male,White,48,High School,3.4,69.5,53.9,5.0,Urban,58.1,2,1
Male,White,26,High School,23.4,86.7,68.5,3.6,Urban,81.4,1,1
Male,Hispanic,39,Bachelors,0.5,33.0,0.0,4.0,Urban,16.2,3,0
Male,White,41,Bachelors,15.5,72.1,48.8,5.0,Suburban,84.7,1,1
Female,White,30,Masters,3.6,77.5,38.7,2.3,Suburban,41.4,1,0
Female,White,27,Bachelors,5.4,72.3,32.9,4.3,Urban,57.4,2,0
Male,Black,51,Bachelors,8.8,33.9,14.8,3.0,Suburban,98.2,1,0
Male,White,37,Bachelors,2.7,89.6,41.8,1.8,Suburban,52.7,1,1
Male,Hispanic,41,High School,2.8,89.3,37.4,1.0,Urban,52.0,3,0
Male,Black,26,Bachelors,2.6,40.3,37.2,1.0,Urban,49.4,1,0
Male,Black,22,PhD,2.3,52.2,63.3,2.4,Suburban,31.6,2,0
Male,White,29,Masters,15.7,80.3,45.8,3.2,Urban,49.6,2,1
Female,Black,33,Bachelors,7.9,79.2,48.8,1.0,Urban,37.7,2,0
Male,Asian,24,Bachelors,0.7,45.9,34.6,3.1,Rural,69.4,3,0
Male,Asian,34,Masters,0.7,75.1,59.8,1.3,Suburban,48.0,3,0
Male,Asian,22,Bachelors,3.2,66.2,36.2,4.1,Urban,63.0,4,1
Male,Black,23,High School,0.5,70.2,57.7,2.5,Suburban,83.1,1,0
Female,Hispanic,41,High School,4.3,45.9,58.1,5.0,Rural,25.5,3,0
Female,Hispanic,41,Bachelors,0.7,82.4,39.5,1.0,Rural,24.3,4,0
Female,Asian,31,PhD,3.9,88.3,37.9,4.2,Urban,60.5,4,0
Male,White,24,Masters,0.0,73.4,41.4,2.1,Urban,81.5,1,0
Male,White,24,High School,2.3,82.7,75.3,2.1,Suburban,48.7,2,1
Male,White,31,High School,6.8,72.1,71.0,2.3,Urban,49.5,1,1
Male,Asian,41,Masters,3.8,54.4,5.7,3.1,Rural,44.1,4,0
Male,Black,44,Masters,19.0,83.3,53.9,5.0,Urban,25.7,1,1
Female,Black,30,Masters,9.3,74.3,26.5,2.1,Urban,98.3,1,0
Male,Hispanic,23,Masters,2.2,70.5,23.7,4.1,Rural,83.7,3,0
Male,Hispanic,37,High School,0.2,38.8,77.7,1.0,Urban,67.0,4,0
Male,Hispanic,26,Masters,9.2,69.8,50.8,1.3,Urban,42.1,4,0
Male,White,29,Masters,14.7,100.0,17.7,2.1,Suburban,51.6,4,1
Male,Asian,48,Bachelors,9.9,66.5,75.6,2.0,Urban,70.7,3,1
Female,White,43,Masters,0.8,51.4,77.8,5.0,Suburban,92.4,1,1
Female,White,36,High School,25.0,64.5,50.8,3.3,Urban,51.1,2,1
Female,White,22,High School,1.6,100.0,39.1,2.5,Urban,59.1,2,0
Male,White,37,High School,7.8,85.5,85.3,3.4,Urban,78.4,1,1
Male,Black,45,High School,11.8,72.8,16.3,2.2,Suburban,42.0,1,0
Male,Hispanic,31,Bachelors,1.3,56.8,30.8,1.0,Urban,51.4,3,0
Male,White,48,Bachelors,14.5,45.5,36.8,2.4,Urban,64.9,4,1
Female,Asian,47,Bachelors,1.9,88.4,80.1,3.3,Rural,26.4,3,0
Male,Black,51,Bachelors,18.5,40.4,41.9,5.0,Rural,81.8,2,1
Male,White,38,Bachelors,2.0,33.0,86.5,1.7,Suburban,25.1,2,0
Male,Black,40,High School,15.2,26.6,69.0,2.1,Urban,52.2,2,0
Male,White,49,Masters,0.3,52.9,56.1,1.0,Suburban,80.6,2,0
Female,Black,39,Bachelors,5.6,72.4,27.0,1.0,Suburban,74.9,4,0
Male,Black,29,Bachelors,3.8,51.7,20.4,2.9,Rural,66.3,2,0
Male,White,30,Masters,3.9,66.9,74.3,1.9,Rural,100.0,2,1
Male,White,37,Masters,1.5,40.0,68.1,3.2,Rural,100.0,1,0
Male,Black,22,Masters,6.1,100.0,47.2,1.6,Rural,73.3,1,0
Female,Hispanic,33,Bachelors,1.0,94.7,36.7,1.0,Urban,56.0,4,0
Female,White,45,High School,4.4,60.9,16.5,2.4,Suburban,8.5,1,0
Female,Asian,22,Masters,1.5,77.6,18.0,1.2,Rural,98.5,3,0
Female,Asian,50,High School,16.4,71.3,64.5,4.1,Rural,77.5,3,1
Male,Hispanic,46,Bachelors,0.1,94.4,31.9,1.2,Rural,93.5,4,0
Male,Hispanic,30,High School,1.1,79.8,55.0,1.0,Suburban,74.5,3,0
Male,Black,40,Masters,1.4,65.6,51.9,2.8,Suburban,69.3,1,0
Male,Asian,35,High School,3.1,42.0,31.6,5.0,Urban,58.5,3,0
Female,Hispanic,47,PhD,1.2,51.7,26.9,4.2,Suburban,31.3,4,0
Male,White,44,Masters,4.1,67.3,49.7,1.4,Urban,68.9,1,1
Female,White,22,Bachelors,11.3,55.2,38.2,1.0,Rural,32.2,1,0
Male,White,40,Masters,7.5,67.5,66.8,3.0,Rural,58.7,4,1
Male,Hispanic,32,Masters,4.3,30.9,12.4,4.5,Suburban,45.0,3,0
Male,Hispanic,35,Masters,0.5,56.7,73.0,2.2,Urban,67.8,4,0
Female,White,27,Bachelors,6.5,48.0,81.4,2.6,Urban,76.7,3,0
Male,Black,52,Masters,0.9,91.9,32.6,1.0,Suburban,95.8,1,0
Male,Black,45,Bachelors,7.6,73.4,71.1,1.4,Urban,76.4,1,0
Male,White,27,PhD,1.7,50.7,52.8,2.0,Urban,75.2,1,0
Male,Hispanic,22,Bachelors,2.7,50.2,31.3,1.1,Rural,69.8,3,0
Male,White,31,Bachelors,2.6,76.7,19.6,1.2,Urban,42.6,1,0
Female,White,39,Masters,10.8,69.1,74.6,1.2,Urban,70.1,2,0
Male,Black,37,Masters,0.7,69.6,28.8,2.1,Suburban,86.6,1,0
Male,Asian,47,Bachelors,4.8,75.4,64.6,1.2,Rural,93.8,3,1
Male,White,42,High School,0.9,85.1,59.1,2.2,Rural,71.3,2,1
Male,Asian,44,Bachelors,7.0,59.2,29.5,4.1,Rural,55.5,3,0
Female,Black,38,PhD,10.6,55.5,87.7,1.0,Suburban,25.5,1,0
Male,White,22,Masters,3.4,92.0,22.0,3.5,Urban,79.2,1,1
Male,White,33,Masters,4.1,78.5,40.8,4.0,Rural,61.7,1,1
Male,Black,45,High School,13.0,78.2,58.5,2.5,Urban,45.2,3,1
Female,White,34,Bachelors,4.0,93.8,73.3,1.2,Urban,45.1,1,0
Female,Hispanic,40,Masters,3.0,72.0,81.3,1.3,Urban,19.4,3,0
Male,Hispanic,31,Masters,4.3,74.8,18.8,2.4,Rural,75.0,3,0
Male,Hispanic,24,High School,5.8,14.7,46.8,2.1,Rural,84.4,3,0
Male,White,33,Masters,0.7,49.3,61.0,1.6,Urban,68.2,2,0
Female,Hispanic,38,Bachelors,7.7,46.8,46.8,4.3,Urban,80.2,3,0
Male,Black,28,High School,2.8,78.9,52.0,2.4,Rural,45.6,1,0
Male,White,32,Bachelors,0.5,89.1,59.9,1.1,Urban,51.9,1,1
Male,White,25,Bachelors,9.3,36.6,55.0,3.5,Suburban,89.8,1,1
Male,White,46,Bachelors,2.9,65.4,71.7,1.3,Urban,93.6,1,1
Male,Asian,32,High School,0.6,60.8,43.5,3.3,Urban,80.6,3,0
Female,Black,49,High School,4.5,26.2,52.2,1.0,Urban,37.7,1,0
Male,White,50,Masters,12.8,86.0,91.8,3.8,Urban,100.0,1,1
Male,Asian,34,High School,12.6,77.3,56.7,2.0,Suburban,59.3,3,1
Male,White,24,High School,19.1,76.2,27.6,2.3,Rural,55.6,1,1
Female,Black,22,Bachelors,9.1,80.9,58.4,1.0,Urban,63.9,3,0
Male,White,22,Bachelors,0.0,72.7,29.9,3.3,Rural,48.5,4,0
Female,Hispanic,22,Masters,2.2,62.1,60.9,1.3,Suburban,73.4,3,0
Male,Hispanic,48,Bachelors,8.4,84.5,71.9,1.1,Urban,42.1,3,0
Male,Black,36,Masters,2.3,49.7,39.6,1.0,Suburban,46.9,3,0
Male,White,38,Masters,5.6,60.1,18.6,1.1,Suburban,36.8,1,0
Male,White,22,High School,5.6,16.7,4.0,3.0,Urban,13.9,3,0
Male,Hispanic,23,High School,2.2,65.7,84.8,5.0,Urban,78.9,4,0
Female,White,43,Bachelors,12.9,65.7,62.7,3.5,Rural,90.0,1,1
Male,White,37,Bachelors,4.2,66.7,60.8,4.1,Suburban,73.4,2,1
Male,White,33,Masters,3.8,74.2,45.0,1.1,Urban,34.5,1,0
Male,Black,40,Bachelors,25.0,47.8,40.3,1.1,Urban,54.0,1,1
Female,Black,51,Bachelors,3.1,39.5,9.5,2.2,Urban,51.5,2,0
Female,Hispanic,32,High School,0.9,66.2,70.9,5.0,Urban,14.2,3,0
Male,White,35,High School,4.4,54.9,28.6,3.2,Urban,46.6,2,0
Female,White,36,Bachelors,9.3,34.4,52.8,2.4,Urban,25.6,2,0
Male,Hispanic,58,Bachelors,7.4,59.0,87.3,1.0,Urban,72.3,3,0
Male,Hispanic,22,Bachelors,7.7,50.2,42.4,1.0,Suburban,77.5,4,0
Female,White,41,High School,6.8,64.8,37.9,2.0,Urban,41.7,1,0
Female,Black,33,Masters,1.3,98.8,91.4,3.0,Urban,43.1,1,0
Male,White,40,Masters,12.0,57.2,35.1,1.4,Urban,97.9,1,1
Male,Hispanic,28,Bachelors,11.1,85.4,20.0,4.1,Urban,69.7,3,1
Male,White,34,Bachelors,1.3,29.7,26.9,4.5,Urban,80.1,1,0
Female,Hispanic,42,PhD,0.6,47.5,23.7,4.3,Suburban,0.0,4,0
Male,Asian,65,Bachelors,21.4,62.8,9.9,4.0,Urban,100.0,4,1
Male,Black,43,Bachelors,10.0,66.8,0.0,1.1,Urban,49.7,1,0
Male,White,26,High School,13.5,72.0,13.1,5.0,Rural,54.5,1,1
Male,Black,30,Masters,10.8,52.3,37.1,1.8,Suburban,76.9,1,0
Male,Black,30,High School,3.9,88.7,0.0,3.9,Urban,18.2,3,0
Female,White,22,PhD,5.7,98.1,15.0,1.2,Urban,61.3,2,0
Male,Asian,31,Masters,4.6,81.2,33.7,2.8,Rural,57.0,3,0
Male,Hispanic,42,Masters,0.3,57.7,65.2,1.0,Rural,81.4,4,0
Male,Black,22,Masters,6.8,74.3,41.4,1.0,Urban,76.9,3,0
Female,Asian,45,Bachelors,3.7,60.6,47.2,4.1,Urban,39.8,3,0
Male,White,39,Bachelors,6.3,22.9,25.2,4.2,Urban,86.1,3,1
Male,Black,27,Masters,3.5,73.7,33.3,1.5,Urban,76.2,1,0
Female,White,33,PhD,3.7,28.8,58.2,2.6,Urban,81.8,1,0
Female,Asian,50,Bachelors,1.0,100.0,41.3,3.4,Suburban,20.1,3,0
Female,Hispanic,42,PhD,1.5,83.0,29.4,1.8,Urban,80.4,3,0
Female,Asian,35,Bachelors,0.9,61.0,45.4,2.9,Urban,80.5,4,0
Male,White,32,Bachelors,1.3,93.4,0.0,2.4,Suburban,78.3,1,1
Female,White,35,Bachelors,19.9,96.5,7.7,3.2,Rural,75.6,1,1
Male,Black,29,High School,0.8,45.8,49.0,4.8,Urban,60.8,2,0
Female,Black,22,High School,1.4,67.7,30.7,1.5,Suburban,48.3,1,0
Female,Hispanic,55,High School,4.0,76.4,70.6,2.0,Urban,32.1,3,0
Female,Hispanic,36,Bachelors,4.2,53.0,11.2,4.0,Urban,34.3,4,0
Male,Asian,38,Bachelors,1.0,26.6,28.1,4.5,Rural,19.9,3,0
Male,White,34,Bachelors,9.5,68.8,79.1,5.0,Urban,19.9,1,1
Male,White,27,PhD,9.3,76.1,39.1,2.2,Suburban,74.1,3,1
Female,White,33,Bachelors,1.5,80.5,56.4,1.8,Urban,51.7,4,0
Female,White,22,Bachelors,1.9,47.3,58.4,1.6,Urban,56.1,1,0
Male,Black,57,High School,13.8,41.8,19.9,1.2,Suburban,61.7,4,0
Male,Asian,22,High School,10.1,34.8,26.0,3.2,Urban,92.4,3,0
Male,Asian,24,Masters,6.9,89.2,9.9,1.0,Urban,58.8,3,0
Female,White,30,Bachelors,0.5,91.5,100.0,2.9,Suburban,98.3,1,0
Female,White,47,Masters,3.0,88.1,71.0,4.1,Urban,83.1,2,1
Male,White,35,High School,5.0,32.1,38.8,5.0,Urban,55.4,1,0
Male,White,22,Bachelors,1.3,56.6,42.4,1.4,Suburban,71.3,1,0
Female,Hispanic,47,Bachelors,2.7,65.7,84.8,1.5,Urban,93.7,3,0
Female,White,42,High School,5.1,79.4,5.8,4.4,Suburban,60.5,1,0
Male,Black,40,High School,2.0,100.0,15.9,1.6,Rural,89.7,1,0
Male,White,42,High School,9.2,44.9,67.2,4.1,Urban,17.9,2,0
Male,Hispanic,58,Bachelors,9.1,70.7,46.4,4.2,Urban,13.8,4,0
Male,Black,56,High School,1.9,76.3,60.9,2.1,Suburban,13.9,2,0
Male,White,28,PhD,11.0,53.8,86.1,2.6,Urban,85.3,2,1
Male,Black,51,Bachelors,0.5,45.0,65.1,1.9,Suburban,98.7,1,0
Female,Asian,38,High School,9.5,98.2,87.4,3.5,Urban,85.4,3,1
Male,Hispanic,39,High School,0.8,28.4,70.5,1.7,Urban,45.1,3,0
Female,White,22,Bachelors,0.5,36.3,59.0,3.2,Urban,40.0,1,0
Male,Hispanic,33,High School,5.1,86.2,21.8,3.8,Suburban,51.4,3,0
Male,Hispanic,26,Masters,3.2,71.1,52.1,1.0,Urban,14.8,4,0
Male,Hispanic,43,PhD,11.8,45.3,33.4,4.5,Rural,69.9,4,0
Male,Asian,45,High School,2.6,55.1,27.9,3.1,Suburban,87.2,3,1
Female,Asian,22,Bachelors,1.8,78.6,46.8,4.6,Urban,82.7,3,0
Female,Black,34,High School,3.1,75.5,85.2,1.0,Urban,51.1,2,0
Male,Asian,46,Masters,3.5,97.8,45.9,1.0,Urban,89.9,4,1
Male,Black,33,Bachelors,2.1,41.4,74.5,1.5,Suburban,21.7,3,0
Female,Asian,42,Bachelors,6.2,64.3,63.8,3.0,Rural,49.2,3,0
Male,Black,38,High School,7.1,50.5,82.1,1.0,Urban,56.1,1,0
Male,Asian,38,Masters,11.1,36.0,54.3,4.1,Urban,64.8,3,1
Female,Hispanic,32,Bachelors,16.2,66.8,74.7,1.9,Urban,45.3,3,0
Male,White,22,High School,1.9,68.1,60.1,5.0,Urban,79.9,3,1
Male,Hispanic,23,Masters,6.2,61.1,66.7,1.7,Suburban,89.9,3,0
Male,Black,42,Bachelors,2.5,47.9,54.6,1.0,Urban,78.2,1,0
Female,Hispanic,35,Masters,5.1,59.8,28.3,1.9,Urban,66.6,3,0
Male,Black,33,High School,3.2,87.1,10.7,4.7,Suburban,22.2,3,0
Male,White,30,Masters,25.0,72.8,41.6,2.2,Urban,85.1,2,1
Female,Hispanic,31,Masters,5.9,45.0,20.1,1.0,Urban,75.2,4,0
Male,White,45,High School,18.4,88.2,60.2,4.0,Urban,39.0,2,1
Female,Hispanic,31,Masters,8.1,57.3,8.5,1.7,Suburban,36.3,3,0
Male,Black,22,Bachelors,11.5,13.2,7.7,3.1,Urban,86.8,2,0
Female,Black,42,PhD,7.6,70.5,33.6,1.5,Urban,74.1,1,0
Male,White,32,High School,3.7,78.6,97.2,1.6,Urban,49.3,1,1
Male,Black,35,Masters,1.4,100.0,36.8,1.0,Urban,19.1,1,0
Male,White,51,Bachelors,2.8,100.0,49.9,4.5,Urban,59.2,1,1
Male,White,34,PhD,0.1,100.0,43.0,4.4,Urban,58.2,1,0
Female,White,37,Bachelors,4.1,57.5,70.2,2.3,Urban,66.6,1,0
Female,White,23,PhD,3.9,80.7,78.8,1.1,Urban,70.9,1,0
Male,Hispanic,32,PhD,3.7,100.0,23.4,1.0,Urban,24.9,3,0
Male,Hispanic,41,Bachelors,18.1,28.8,10.6,1.0,Suburban,65.0,3,0
Female,White,22,Masters,13.3,60.3,64.3,2.0,Suburban,48.3,1,1
Female,Asian,37,PhD,0.9,52.3,14.9,2.1,Urban,74.8,3,0
Male,White,36,Bachelors,2.8,33.2,39.7,1.7,Urban,83.5,1,0
Male,Asian,35,Bachelors,3.2,94.1,38.1,2.0,Urban,66.9,3,0
Male,Hispanic,45,Bachelors,2.2,47.0,60.8,3.1,Urban,52.8,3,0
Male,Hispanic,38,Bachelors,7.9,95.4,75.4,4.1,Urban,0.0,4,0
Male,Black,49,High School,3.7,43.7,49.4,1.6,Urban,89.8,2,0
Male,Asian,25,High School,4.9,47.2,26.0,2.9,Urban,33.4,3,0
Male,White,36,Bachelors,11.6,97.7,32.8,2.6,Rural,86.6,1,1
Female,Hispanic,35,Bachelors,7.4,76.0,36.0,1.6,Urban,46.2,3,0
Male,White,24,High School,0.9,40.4,0.0,3.3,Rural,49.9,3,0
Male,Asian,44,Masters,7.2,87.5,1.6,3.8,Rural,63.1,4,1
Male,Asian,58,Masters,3.3,95.9,58.5,2.5,Rural,16.7,3,0
Male,Asian,34,High School,2.0,80.5,69.2,2.2,Rural,42.2,3,0
Male,White,40,Masters,0.3,53.7,51.4,4.6,Urban,54.9,1,0
Male,Hispanic,35,Masters,3.3,93.6,26.7,2.9,Urban,54.1,3,0
Male,White,27,PhD,2.7,100.0,45.0,3.6,Urban,58.2,2,1
Male,Asian,22,High School,1.7,62.3,53.5,2.6,Urban,100.0,3,0
Male,White,27,High School,7.2,73.2,90.7,1.3,Urban,49.2,3,1
Male,White,22,PhD,8.9,100.0,2.9,1.7,Rural,36.6,1,1
Female,Black,52,PhD,1.3,68.2,75.6,4.9,Urban,26.0,1,0
Male,Black,33,Masters,0.3,39.8,55.5,1.8,Urban,77.7,1,0
Female,White,31,Masters,10.4,48.6,38.9,1.7,Suburban,55.5,2,0
Male,White,43,High School,0.1,69.8,19.5,3.5,Urban,26.4,2,0
Male,Black,23,Bachelors,13.7,58.2,19.8,1.0,Urban,48.5,1,0
Male,Asian,27,High School,5.7,31.3,76.6,2.1,Urban,58.2,3,0
Male,Hispanic,35,High School,1.9,57.1,61.8,1.0,Rural,4.9,3,0
Female,White,45,Masters,1.6,58.1,67.9,2.1,Suburban,95.2,1,0
Female,White,40,High School,0.0,24.6,47.5,3.3,Suburban,27.1,2,0
Female,White,37,Bachelors,1.5,74.3,50.4,2.7,Urban,74.2,2,0
Male,White,35,PhD,0.9,100.0,23.5,2.1,Rural,32.2,1,0
Male,Asian,39,High School,5.5,70.0,77.0,1.1,Urban,77.0,3,0
Male,Asian,37,PhD,1.1,62.0,46.5,2.1,Suburban,60.7,3,0
Male,White,24,PhD,4.6,67.5,78.8,3.2,Rural,77.8,1,1
Male,White,35,Bachelors,5.4,44.0,80.2,1.5,Suburban,62.2,2,1
Male,White,24,High School,2.1,82.5,36.0,3.6,Suburban,100.0,1,1
Male,Hispanic,35,Bachelors,0.2,99.2,46.4,3.1,Urban,57.0,3,0
Male,Hispanic,30,Bachelors,0.2,61.8,30.9,1.2,Urban,78.4,4,0
Female,White,60,Bachelors,0.1,78.5,46.6,1.4,Rural,48.0,4,0
Female,White,34,Bachelors,7.4,76.7,36.9,1.4,Urban,74.4,1,0
Female,Hispanic,22,PhD,1.7,100.0,24.8,1.5,Rural,56.8,3,0
Male,Hispanic,33,High School,7.9,65.1,47.8,1.0,Suburban,59.7,4,0
Male,Black,40,Masters,2.8,96.6,32.2,1.0,Urban,32.9,1,0
Male,White,51,High School,3.6,33.2,65.2,2.5,Suburban,100.0,2,1
Female,White,29,Bachelors,4.0,87.4,30.8,5.0,Urban,70.8,2,0
Male,Black,22,PhD,6.2,97.8,84.3,3.1,Urban,66.2,1,1
Male,White,43,Bachelors,1.9,57.5,20.3,4.6,Urban,52.9,1,0
Female,White,22,High School,0.7,54.8,18.8,1.0,Urban,76.5,1,0
Male,Black,30,Masters,4.0,94.0,37.5,1.0,Rural,53.0,2,0
Male,White,32,Masters,2.4,84.8,60.4,1.0,Urban,100.0,2,1
Male,Asian,34,Masters,3.4,61.3,19.5,5.0,Suburban,45.2,3,0
Male,White,41,Bachelors,6.3,38.2,79.4,2.2,Urban,43.1,1,0
Male,White,28,Bachelors,4.1,77.7,25.2,2.7,Suburban,70.4,1,1
Male,Black,32,PhD,4.8,49.5,1.0,2.0,Suburban,95.8,1,0
Male,White,34,PhD,4.8,96.6,64.4,3.2,Urban,100.0,3,1
Male,Hispanic,36,Bachelors,6.7,91.3,9.3,2.2,Rural,68.6,4,0
Female,Black,35,Masters,5.5,77.2,62.2,1.8,Rural,34.7,1,0
Male,White,39,Bachelors,4.6,55.8,21.0,5.0,Suburban,100.0,1,1
Male,Asian,43,Bachelors,6.6,85.9,79.3,2.3,Rural,65.3,3,1
Male,White,38,High School,12.5,21.6,56.4,2.8,Suburban,56.8,1,1
Female,Hispanic,39,Bachelors,2.5,81.5,22.3,2.2,Rural,76.0,4,0
Male,White,22,Bachelors,3.2,90.3,64.0,4.5,Urban,63.9,1,1
Male,Black,35,High School,7.2,66.0,70.2,1.7,Urban,41.5,1,0
Female,White,39,Bachelors,4.8,49.4,40.8,1.1,Rural,13.1,1,0
Female,Black,42,Masters,0.3,99.8,47.3,2.7,Urban,25.8,1,0
Male,Hispanic,28,Masters,11.0,55.2,85.0,1.9,Urban,56.2,3,1
Female,Hispanic,28,Masters,0.1,35.6,30.0,4.4,Urban,44.7,3,0
Male,White,29,PhD,8.3,98.4,41.4,3.0,Urban,60.3,1,1
Male,White,40,High School,8.6,90.8,32.9,2.8,Urban,26.0,1,1
Male,Hispanic,45,Bachelors,15.1,61.4,83.3,1.0,Suburban,43.5,4,1
Male,Hispanic,30,Masters,0.3,60.8,22.6,2.9,Rural,50.1,4,0
Female,White,44,Bachelors,5.0,64.7,39.8,3.4,Urban,53.5,1,0
Male,Black,36,Bachelors,2.8,83.7,88.8,2.6,Suburban,89.7,3,1
Male,White,33,High School,2.4,94.0,37.1,1.1,Urban,72.9,1,1
Female,Hispanic,32,Masters,0.4,68.1,80.6,4.1,Urban,47.0,3,0
Female,White,42,Bachelors,4.5,54.4,34.9,2.7,Suburban,26.4,1,0
Male,White,38,Masters,3.9,49.9,40.2,1.0,Rural,100.0,2,0
Male,Asian,57,Bachelors,0.6,100.0,65.0,5.0,Urban,100.0,4,1
Male,White,26,Masters,5.7,85.2,70.4,3.3,Urban,40.2,1,1
Female,Black,40,Masters,6.0,48.6,69.6,1.9,Urban,36.2,3,0
Male,Black,29,Masters,7.2,59.9,33.1,3.8,Rural,73.1,1,0
Female,White,26,Bachelors,13.0,50.9,40.9,1.0,Urban,92.4,4,0
Male,White,34,Bachelors,3.2,100.0,83.1,1.8,Urban,80.0,2,1
Male,Black,36,Masters,15.1,72.8,69.5,3.2,Rural,43.3,2,1
Male,White,64,Bachelors,12.1,52.5,32.0,1.3,Suburban,83.0,1,1
