Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,White,29,High School,3.7,59.6,2.6,Rural,81.3,82925,2,0
Male,Asian,29,Bachelors,8.5,89.1,1.3,Rural,89.6,101124,3,1
Female,White,28,Masters,0.5,84.6,1.3,Suburban,76.1,76291,1,0
Male,White,47,PhD,15.5,44.5,2.3,Suburban,32.7,97377,2,1
Female,Asian,35,Masters,2.5,63.4,1.6,Urban,40.5,71733,3,0
Female,White,52,Masters,3.9,57.9,4.3,Suburban,100.0,78433,2,0
Male,White,22,High School,0.6,68.6,1.3,Urban,86.8,82952,2,1
Male,Black,37,Bachelors,0.9,32.7,2.7,Rural,83.6,71502,1,0
Female,Hispanic,42,Masters,21.5,31.7,2.1,Rural,82.4,98114,4,0
Male,Black,32,High School,0.3,58.3,3.2,Suburban,59.7,70568,2,0
Female,Asian,34,Bachelors,3.3,74.0,2.1,Urban,87.0,81556,4,0
Female,White,48,High School,10.4,61.2,1.7,Suburban,86.0,99929,3,1
Female,Asian,33,High School,0.1,61.9,2.0,Suburban,0.0,59411,3,0
Female,White,30,PhD,3.5,49.2,1.6,Urban,46.2,80932,2,0
Male,Black,30,Bachelors,11.0,54.0,4.0,Urban,59.8,94064,1,1
Female,Hispanic,44,Bachelors,0.8,66.6,2.4,Urban,95.6,71519,4,0
Female,White,52,Masters,0.9,48.8,3.4,Urban,49.3,78470,1,0
Male,Asian,44,Bachelors,10.3,100.0,3.0,Suburban,56.4,101057,3,1
Male,Black,48,Bachelors,3.1,37.5,1.0,Suburban,64.1,72793,2,0
Male,White,22,PhD,1.5,69.6,1.0,Rural,44.6,89553,3,0
Male,Black,48,Masters,3.9,95.6,1.0,Rural,29.2,87019,1,0
Male,White,46,PhD,0.3,38.8,2.9,Urban,16.9,63640,1,0
Male,Black,49,PhD,6.8,53.4,1.8,Urban,45.9,81218,1,0
Male,Asian,37,High School,0.5,67.0,2.4,Urban,24.8,78383,4,0
Male,Hispanic,25,Masters,7.2,39.2,1.0,Urban,52.5,80137,3,0
Male,Asian,31,High School,1.6,52.5,1.9,Urban,87.0,82687,3,1
Male,Black,45,Bachelors,2.4,37.5,1.8,Suburban,27.5,76470,2,0
Male,Asian,32,High School,2.0,80.6,2.2,Urban,65.6,87203,3,0
Female,Asian,27,Masters,1.3,81.4,2.6,Urban,29.0,79177,3,0
Male,Black,35,Masters,0.1,87.7,2.7,Suburban,59.7,85991,1,0
Female,White,33,Bachelors,4.0,79.5,2.1,Urban,55.9,84065,1,0
Male,Hispanic,36,Bachelors,11.6,59.8,2.7,Urban,66.8,95616,4,0
Male,White,53,Bachelors,3.5,64.8,1.3,Suburban,63.6,84643,4,0
Female,Hispanic,27,Bachelors,14.7,84.6,5.0,Urban,18.7,99005,3,0
Male,White,29,Masters,9.9,82.0,3.4,Suburban,66.4,98733,1,1
Male,White,46,Masters,11.6,77.8,1.2,Suburban,56.8,104735,1,1
Female,White,22,Bachelors,0.3,36.4,3.4,Urban,58.8,70034,1,0
Male,White,46,Masters,12.7,100.0,1.9,Suburban,91.6,123501,1,1
Male,White,40,Bachelors,3.1,77.2,1.0,Urban,49.2,88536,4,0
Male,Asian,31,Bachelors,0.7,75.3,1.4,Rural,82.1,85308,3,1
Male,Asian,22,PhD,3.2,65.1,3.3,Urban,27.4,82663,3,0
Male,Hispanic,44,Masters,6.2,90.5,2.4,Urban,86.5,93293,3,1
Male,White,36,Masters,0.1,35.0,1.0,Urban,82.8,64482,2,0
Female,Asian,47,Masters,6.5,81.0,5.0,Suburban,95.5,88088,3,1
Female,Black,39,High School,4.4,36.2,1.0,Urban,65.1,67135,1,0
Female,White,31,Masters,4.7,59.1,4.0,Rural,49.5,90844,3,0
Male,Asian,37,Bachelors,5.2,90.5,2.5,Suburban,53.6,92510,3,1
Male,White,27,Bachelors,1.9,72.6,4.5,Rural,42.1,75956,2,1
Male,Hispanic,39,Bachelors,13.9,68.5,1.0,Suburban,24.3,96138,3,0
Male,Hispanic,37,Bachelors,7.1,89.7,1.3,Suburban,56.9,91022,4,0
Female,White,33,PhD,4.9,74.5,1.0,Urban,44.8,82962,1,0
Female,Hispanic,56,Masters,1.2,26.9,3.2,Urban,72.3,58202,3,0
Male,Black,39,High School,3.2,28.9,2.0,Suburban,51.4,72492,2,0
Female,Asian,32,Masters,2.0,69.1,2.1,Urban,40.0,81158,3,0
Female,Black,62,Bachelors,3.1,79.6,3.0,Urban,49.9,77275,1,0
Female,White,34,Masters,1.5,75.9,1.0,Urban,87.0,84359,1,1
Female,White,39,High School,5.5,86.4,1.2,Suburban,14.1,93160,2,0
Male,White,34,High School,0.4,58.1,4.1,Suburban,79.2,74883,1,1
Female,Black,22,Bachelors,5.5,27.9,4.0,Rural,53.0,70964,4,0
Male,White,53,Masters,11.7,66.1,3.6,Suburban,40.7,109387,1,1
Male,Asian,22,Bachelors,0.0,61.9,1.1,Urban,68.0,72267,3,0
Male,Black,29,High School,2.1,48.3,1.0,Rural,85.1,70958,1,0
Male,Black,22,High School,2.7,44.6,1.6,Urban,46.4,79931,1,0
Female,Black,35,High School,0.2,46.8,4.2,Urban,35.8,57276,1,0
Male,Asian,27,High School,0.3,100.0,4.2,Urban,46.1,77748,3,0
Male,Hispanic,23,Masters,4.9,45.9,3.4,Urban,55.2,74837,4,0
Female,White,43,Bachelors,3.9,68.2,2.7,Urban,21.3,74152,2,0
Male,White,51,High School,0.3,93.7,5.0,Rural,52.8,79601,1,1
Male,White,23,Bachelors,0.4,56.9,1.4,Urban,71.0,75340,1,0
Male,Asian,39,Bachelors,7.7,63.6,5.0,Urban,65.9,82675,4,1
Female,Asian,31,Bachelors,9.5,81.2,1.0,Suburban,48.9,95489,3,0
Male,Black,47,Bachelors,4.0,100.0,3.2,Suburban,65.8,93839,1,1
Male,Black,29,Bachelors,2.1,34.9,2.1,Suburban,47.7,70010,1,0
Female,Hispanic,37,PhD,0.6,51.1,5.0,Suburban,72.2,73312,4,0
Female,Asian,30,High School,0.3,48.9,2.2,Urban,64.5,62219,3,0
Male,Asian,27,Bachelors,6.0,89.6,2.1,Urban,73.4,96328,3,1
Female,White,25,Masters,14.0,55.8,2.2,Suburban,54.5,96717,1,1
Male,Black,22,High School,17.6,58.0,2.1,Suburban,68.2,111950,1,1
Female,White,22,PhD,2.5,91.6,2.2,Urban,13.0,80570,1,0
Male,White,38,High School,0.2,80.5,3.9,Urban,89.2,81567,2,1
Male,White,22,Bachelors,5.6,50.8,1.4,Urban,43.5,92362,1,0
Female,Asian,41,High School,2.3,66.8,1.4,Rural,26.1,78604,3,0
Male,White,41,Bachelors,3.0,79.0,3.6,Urban,86.7,96816,1,1
Female,Black,39,High School,17.4,61.4,1.2,Urban,6.2,99620,2,0
Male,Asian,37,Masters,3.0,100.0,2.7,Urban,94.4,93556,3,1
Male,Asian,37,High School,0.9,54.9,1.2,Rural,89.2,65737,4,0
Male,Black,32,PhD,0.9,80.5,1.2,Urban,48.6,75453,1,0
Male,White,54,Masters,11.3,85.2,3.1,Rural,36.6,109796,2,1
Female,White,54,Masters,4.0,84.5,2.5,Suburban,47.0,80823,1,1
Male,White,37,Masters,7.4,81.6,2.8,Urban,68.1,101832,1,1
Female,White,30,High School,0.2,85.4,1.2,Urban,52.7,81167,2,0
Male,Hispanic,39,High School,3.0,48.5,3.1,Rural,66.9,72354,4,0
Male,White,47,Masters,7.2,40.4,2.6,Urban,90.2,82982,1,1
Male,White,24,Masters,0.7,23.7,1.4,Urban,34.2,66806,1,0
Male,Asian,44,High School,3.6,56.4,3.1,Urban,44.5,75528,3,0
Male,White,46,High School,0.5,76.2,1.3,Suburban,73.0,84737,1,0
Male,Hispanic,32,PhD,14.2,58.5,2.0,Urban,34.5,90667,4,0
Male,Black,48,High School,0.5,24.5,2.8,Suburban,44.2,58352,4,0
Female,Black,60,High School,3.6,66.0,3.2,Rural,22.1,78263,1,0
Male,White,32,Bachelors,2.6,61.5,1.4,Urban,72.3,81430,1,1
Male,Hispanic,34,Bachelors,0.9,79.5,4.1,Suburban,94.6,82606,3,0
Female,White,26,Masters,0.1,81.2,1.8,Urban,33.2,82616,1,0
Male,White,24,Bachelors,5.2,72.8,3.7,Urban,38.9,99718,2,1
Female,Hispanic,42,Bachelors,0.0,88.4,4.9,Urban,11.8,72446,3,0
Female,White,33,PhD,0.1,73.0,3.1,Urban,71.4,79464,1,0
Male,White,40,High School,2.7,97.9,2.2,Rural,78.4,90414,2,1
Male,White,42,Bachelors,0.8,83.7,4.7,Suburban,51.8,84161,1,1
Male,White,36,Masters,1.6,76.5,1.0,Suburban,71.9,87495,1,1
Male,Black,28,High School,3.4,32.9,2.3,Urban,18.2,70712,2,0
Male,Black,40,High School,2.7,65.3,1.0,Urban,15.7,81146,3,0
Male,Black,24,Bachelors,3.2,47.0,1.1,Suburban,46.3,69065,1,0
Male,White,42,PhD,4.5,78.1,1.0,Urban,100.0,86470,2,1
Female,Hispanic,30,Bachelors,1.1,83.1,1.0,Rural,54.2,76168,3,0
Male,Hispanic,37,Masters,22.0,65.2,1.5,Urban,100.0,120839,3,1
Female,Hispanic,35,Bachelors,3.7,69.0,1.0,Rural,51.0,71723,3,0
Female,Black,27,Bachelors,4.0,39.0,2.3,Suburban,9.3,70689,1,0
Female,White,36,Bachelors,2.6,91.1,2.0,Urban,50.8,87053,3,0
Female,Asian,42,PhD,11.3,95.4,2.4,Suburban,24.6,100242,4,0
Female,Black,34,PhD,15.2,30.7,2.6,Suburban,69.2,85328,1,0
Female,White,31,Masters,5.0,79.7,2.0,Urban,33.6,84951,2,0
Female,White,42,Bachelors,5.7,84.2,2.8,Urban,64.9,81822,1,1
Male,White,39,High School,0.6,83.6,2.9,Rural,53.8,89981,1,0
Male,Hispanic,45,Bachelors,7.5,47.7,2.8,Suburban,51.8,83813,4,0
Male,Black,34,Bachelors,1.2,76.6,2.7,Suburban,44.3,76754,1,0
Male,Hispanic,38,Bachelors,1.6,78.2,1.0,Suburban,30.7,85578,3,0
Female,White,28,Masters,3.0,43.1,1.2,Rural,74.5,77221,1,0
Male,Asian,35,Bachelors,5.5,80.8,4.7,Rural,71.3,86701,3,1
Male,White,27,Masters,0.4,92.0,4.5,Suburban,68.7,80365,1,1
Male,White,36,Bachelors,3.1,53.7,2.7,Rural,48.2,79884,2,0
Female,White,40,Bachelors,0.1,84.8,1.4,Suburban,57.8,76549,2,0
Female,Hispanic,36,High School,3.7,52.3,1.4,Rural,9.6,70486,3,0
Female,White,38,Bachelors,4.0,52.6,4.3,Suburban,84.1,77024,1,0
Female,White,41,Masters,5.1,52.4,2.0,Rural,93.2,83690,1,0
Male,White,41,Masters,0.6,98.0,4.2,Suburban,100.0,88285,1,1
Male,White,29,PhD,4.9,56.3,4.5,Suburban,52.9,85993,1,1
Male,Hispanic,32,High School,8.7,43.1,1.7,Suburban,51.7,90069,4,0
Male,White,33,Masters,6.7,88.7,3.3,Urban,100.0,97619,1,1
Male,White,30,High School,18.4,86.8,1.0,Urban,62.1,123401,1,1
Male,White,36,High School,11.5,33.7,2.1,Rural,87.8,93483,1,1
Female,White,47,High School,12.8,89.7,1.8,Urban,54.4,107015,1,1
Male,Asian,31,High School,2.3,97.3,5.0,Rural,56.5,87248,3,1
Male,Hispanic,32,PhD,1.1,72.8,1.8,Urban,81.2,82034,3,0
Female,Asian,38,High School,0.5,61.5,3.3,Suburban,76.0,64360,3,0
Female,Black,22,High School,4.5,37.1,1.0,Urban,87.3,66124,3,0
Male,White,39,Masters,4.6,80.4,2.5,Urban,69.7,90360,3,1
Male,Asian,38,High School,4.4,57.9,1.0,Suburban,74.4,71201,3,0
Female,White,41,Masters,3.2,70.9,2.1,Rural,22.7,81712,2,0
Male,Hispanic,39,Masters,2.1,87.8,5.0,Rural,56.4,78224,4,0
Male,Black,22,PhD,0.7,100.0,2.3,Rural,74.0,97551,1,1
Male,White,22,Bachelors,1.4,53.5,1.5,Rural,65.0,71662,3,1
Female,Asian,31,PhD,3.2,80.0,4.1,Urban,73.0,75418,3,0
Male,Hispanic,39,Bachelors,5.1,79.8,3.8,Urban,37.0,92086,3,0
Male,Asian,48,Bachelors,0.7,54.9,3.2,Urban,41.7,65617,3,0
Male,Asian,43,High School,8.2,48.2,4.1,Suburban,18.3,89219,3,0
Male,Black,39,Bachelors,13.8,35.0,2.1,Suburban,44.1,91406,3,0
Female,White,34,Masters,3.4,100.0,3.2,Rural,25.0,77563,1,0
Male,Black,22,Masters,3.6,43.3,4.9,Urban,67.5,74970,2,0
Female,Black,23,Bachelors,1.2,100.0,4.9,Urban,38.3,91425,4,0
Male,White,40,Bachelors,4.3,83.4,2.5,Urban,26.8,94383,1,0
Female,White,31,High School,6.4,46.6,2.5,Suburban,88.9,78027,1,0
Female,White,41,Masters,10.0,91.1,2.5,Urban,60.6,100430,1,1
Male,White,47,High School,1.4,78.3,1.9,Rural,20.5,95058,2,0
Female,Hispanic,36,High School,9.2,26.0,1.0,Rural,2.0,72249,3,0
Male,Asian,34,High School,17.2,45.5,1.1,Suburban,85.3,98841,4,1
Male,Asian,27,Masters,13.5,95.8,1.0,Rural,24.5,110857,4,1
Male,Asian,34,Bachelors,2.2,71.7,1.8,Urban,28.7,84924,4,0
Male,Asian,30,Masters,5.5,88.8,4.2,Urban,91.4,94012,3,1
Male,White,31,Masters,2.7,84.1,1.2,Urban,94.8,90638,1,1
Female,White,27,Masters,1.6,96.1,3.9,Urban,79.1,78519,1,0
Female,White,22,Masters,4.7,89.6,1.2,Suburban,74.0,87393,1,0
Female,Asian,46,Bachelors,4.9,63.7,1.3,Rural,60.7,85563,3,0
Female,White,22,Bachelors,8.7,39.4,3.8,Urban,89.9,81204,2,1
Female,Asian,28,High School,2.2,61.2,3.3,Suburban,56.8,66749,3,0
Female,White,27,High School,0.2,17.7,5.0,Urban,85.2,57685,1,0
Female,White,22,Masters,0.7,79.2,2.4,Suburban,22.5,84035,1,0
Female,Black,34,High School,1.4,71.5,4.1,Urban,0.0,78167,1,0
Female,White,41,Bachelors,2.0,87.1,1.4,Suburban,21.3,74789,2,0
Female,White,33,Bachelors,7.8,73.9,1.0,Rural,16.0,83397,1,0
Male,White,46,Bachelors,10.7,78.9,1.0,Urban,36.7,119759,1,0
Female,White,23,Bachelors,7.3,91.3,4.7,Urban,65.8,87359,3,1
Female,Asian,34,Masters,11.8,58.9,1.7,Suburban,66.2,88240,3,0
Male,Black,39,High School,1.6,44.7,3.5,Suburban,58.1,73674,1,0
Male,White,32,Masters,1.3,78.9,3.9,Rural,79.4,80399,2,1
Female,White,29,Bachelors,9.0,60.5,4.0,Urban,90.7,87237,1,1
Male,White,58,Bachelors,1.5,98.8,3.4,Rural,76.5,88199,1,1
Male,Hispanic,42,Bachelors,13.3,51.3,4.7,Suburban,31.7,104648,3,1
Male,Asian,39,PhD,1.0,77.3,3.7,Urban,81.6,83323,4,1
Female,Asian,26,Masters,2.5,76.5,3.3,Urban,51.4,78557,3,0
Female,Asian,35,Masters,0.8,60.1,1.3,Urban,76.2,77437,4,0
Female,Asian,49,Bachelors,4.2,72.7,2.0,Urban,49.3,73958,3,0
Female,White,41,Bachelors,4.8,56.1,1.2,Urban,72.7,76597,1,0
Female,White,32,Masters,7.2,56.8,4.2,Urban,53.4,82873,1,0
Male,Asian,41,High School,5.4,32.8,1.8,Urban,94.2,70261,3,1
Female,White,40,Bachelors,0.2,61.1,1.4,Urban,100.0,64860,3,0
Male,White,22,High School,5.9,78.7,5.0,Urban,76.9,92132,2,1
Male,White,26,Masters,4.0,30.7,1.3,Suburban,73.3,67486,1,0
Female,White,40,Bachelors,4.6,77.7,3.2,Suburban,41.9,80673,1,0
Female,Hispanic,28,Masters,3.9,79.3,1.5,Urban,4.2,68027,3,0
Female,Hispanic,57,Masters,1.6,51.9,2.2,Urban,39.0,64139,3,0
Male,White,40,Masters,0.0,53.8,2.4,Urban,55.7,73582,1,0
Male,White,27,High School,3.5,69.1,2.1,Urban,64.6,84651,2,1
Male,Asian,22,High School,1.2,29.7,3.2,Urban,80.0,71420,3,0
Female,Black,24,High School,6.1,54.5,1.0,Urban,81.2,75698,3,0
Female,White,34,Bachelors,0.6,71.9,4.1,Rural,26.3,84462,3,0
Female,White,40,Masters,5.3,93.7,1.6,Rural,100.0,88316,1,1
Male,White,47,High School,4.2,85.4,3.1,Rural,67.9,92571,2,1
Male,White,34,Masters,1.3,47.3,1.7,Urban,47.4,85630,1,1
Male,Asian,25,Bachelors,12.6,43.0,1.0,Rural,3.1,94669,3,0
Female,Black,39,PhD,7.5,80.2,1.9,Rural,70.3,82367,2,0
Male,White,28,Bachelors,10.9,63.4,2.9,Urban,97.7,96969,2,1
Male,Hispanic,22,Masters,3.6,37.6,3.0,Suburban,22.1,82373,4,0
Male,Asian,23,Bachelors,3.0,64.5,1.7,Urban,94.2,84489,3,0
Male,Black,40,Bachelors,0.3,34.3,1.0,Rural,51.3,64777,1,0
Female,White,22,PhD,2.5,75.1,1.3,Rural,63.9,81596,1,0
Male,Asian,29,Masters,8.0,91.1,1.1,Urban,100.0,101573,4,1
Female,Black,33,Bachelors,0.7,69.6,2.2,Rural,39.7,80599,1,0
Male,Asian,22,Masters,8.1,87.2,2.1,Urban,95.0,91218,4,1
Female,White,29,High School,7.9,50.6,3.5,Urban,74.2,80149,1,0
Male,Hispanic,41,High School,2.5,69.9,2.6,Suburban,23.0,86992,3,0
Female,Black,30,PhD,3.4,63.8,2.7,Suburban,63.0,84361,3,0
Female,Black,42,Bachelors,6.4,74.0,2.9,Rural,66.4,74339,1,0
Female,Black,39,Bachelors,0.8,61.8,3.9,Urban,49.9,69229,2,0
Female,White,53,High School,9.6,44.1,1.4,Suburban,27.3,90090,2,0
Female,White,29,Bachelors,9.0,65.4,2.6,Rural,65.5,83191,3,0
Male,Black,36,Bachelors,1.0,63.7,1.6,Urban,53.0,80448,2,0
Female,Black,38,Bachelors,6.6,75.1,3.5,Suburban,53.6,89698,1,0
Female,Hispanic,32,Bachelors,0.3,40.8,1.1,Urban,30.0,69439,4,0
Female,White,38,Masters,1.4,53.2,1.3,Suburban,46.6,76188,1,0
Female,Hispanic,57,Masters,0.8,97.2,1.0,Suburban,56.7,75162,4,0
Female,Hispanic,38,Bachelors,4.0,61.6,4.8,Urban,85.1,72756,3,0
Male,Hispanic,37,Masters,2.7,75.3,1.8,Urban,94.2,80982,3,0
Female,Hispanic,22,PhD,6.5,61.1,5.0,Rural,48.8,80147,3,0
Female,White,46,High School,0.8,44.3,1.4,Suburban,58.2,73286,2,0
Male,White,51,PhD,0.8,77.3,2.3,Urban,33.9,85676,3,0
Male,White,34,Bachelors,0.7,46.2,2.6,Rural,61.5,83233,3,0
Male,Hispanic,32,Bachelors,0.0,66.0,1.0,Urban,94.2,77772,3,0
Male,Asian,32,Masters,1.6,91.0,5.0,Rural,79.6,92045,3,1
Female,Black,50,PhD,3.6,93.7,3.8,Suburban,66.7,83756,1,1
Female,Black,44,Masters,3.3,68.4,4.6,Suburban,35.4,77817,2,0
Female,White,23,Masters,3.1,92.3,1.5,Suburban,38.0,92920,1,0
Female,White,28,Bachelors,1.3,70.6,2.2,Rural,26.4,82021,4,0
Male,Hispanic,35,Masters,5.2,98.0,1.6,Rural,88.8,90846,3,1
Male,Black,24,Bachelors,8.5,77.8,1.4,Urban,60.8,94879,3,0
Female,Hispanic,24,Bachelors,8.7,68.4,3.8,Urban,85.8,85575,3,1
Female,Asian,26,Masters,2.6,68.4,2.9,Rural,28.2,77629,3,0
Male,White,31,Bachelors,10.5,69.4,1.1,Suburban,80.9,107890,2,1
Female,White,22,Masters,0.9,61.0,4.7,Urban,31.5,74171,1,0
Male,Black,22,Masters,14.4,75.1,1.4,Urban,66.4,104580,1,1
Male,Black,22,High School,5.3,38.6,1.6,Urban,41.1,71268,1,0
Male,Hispanic,36,High School,13.4,15.7,1.0,Rural,47.2,79552,3,0
Male,Hispanic,29,High School,4.3,62.1,3.0,Urban,52.7,79031,3,0
Male,White,38,High School,25.0,65.3,2.6,Suburban,59.4,121639,1,1
Female,Asian,50,Bachelors,2.7,44.0,1.1,Urban,86.9,66870,3,0
Female,Asian,29,High School,5.7,53.8,3.9,Suburban,83.4,73800,4,0
Male,White,35,Masters,13.1,66.1,5.0,Urban,52.8,105993,2,1
Male,White,30,High School,0.5,70.2,3.6,Rural,49.0,81927,1,1
Female,White,26,High School,6.3,75.0,4.2,Suburban,58.2,87627,1,1
Male,White,34,High School,1.9,34.0,1.4,Urban,40.4,66339,1,0
Female,White,47,Bachelors,5.7,65.5,3.3,Suburban,43.8,71373,2,0
Female,Asian,51,Bachelors,0.6,71.2,1.2,Urban,61.8,84226,3,0
Female,Asian,22,High School,4.6,92.8,4.0,Urban,32.3,90074,3,0
Female,Asian,22,Masters,6.1,65.0,2.4,Urban,58.5,78026,3,0
Male,White,31,High School,19.4,21.8,1.4,Suburban,30.9,107437,2,1
Female,White,28,Masters,1.6,29.8,1.3,Suburban,43.3,55876,2,0
Female,Hispanic,22,Masters,2.5,53.6,2.1,Urban,86.3,63553,3,0
Male,White,22,Masters,6.4,83.4,1.2,Urban,8.9,99310,1,0
Female,White,28,Bachelors,1.0,88.4,2.4,Urban,63.6,73626,1,1
Female,Black,41,Bachelors,0.6,49.3,1.0,Suburban,93.1,70135,1,0
