Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Salary_Expectation,Name_Complexity,Hiring_Decision
Male,Black,27,High School,1.3,73.1,80.5,2.4,Rural,79768,1,1
Female,Hispanic,22,Masters,1.5,27.7,32.1,1.1,Suburban,67517,3,0
Male,Hispanic,27,Masters,3.3,94.4,48.4,2.4,Suburban,91201,3,1
Female,Hispanic,38,Masters,3.4,66.7,40.4,3.0,Rural,81208,3,0
Female,Hispanic,22,High School,16.0,84.5,57.7,2.7,Suburban,104397,3,1
Female,Asian,31,Masters,11.7,44.5,11.9,4.0,Urban,94228,4,0
Female,Hispanic,29,High School,2.8,59.1,62.6,1.6,Suburban,74574,3,0
Female,Black,34,Masters,1.7,60.6,78.9,3.8,Urban,74795,1,0
Female,Black,31,Masters,1.5,91.6,17.3,2.9,Urban,76547,4,0
Female,Asian,35,Masters,0.4,68.3,44.7,2.3,Urban,70167,3,0
Female,Hispanic,42,Masters,5.1,70.3,63.4,2.2,Urban,77206,3,0
Male,White,33,Masters,4.8,100.0,90.5,1.1,Suburban,95875,2,1
Male,White,35,Masters,4.8,43.6,73.9,3.4,Suburban,76660,3,1
Female,Asian,36,Bachelors,3.8,68.2,40.4,3.9,Suburban,75650,3,0
Male,White,37,Bachelors,8.9,61.2,35.6,1.8,Urban,101008,1,1
Male,Black,41,Masters,25.0,34.8,76.1,1.7,Urban,118021,3,1
Female,Asian,22,Masters,9.2,68.3,82.8,1.3,Suburban,84099,3,0
Female,Hispanic,35,Masters,2.9,86.6,9.3,1.7,Urban,72223,4,0
Male,White,38,Masters,5.8,41.0,36.4,4.8,Urban,83904,1,1
Male,Asian,48,Masters,3.3,39.2,26.1,2.1,Rural,77987,4,0
Male,White,22,High School,3.3,32.3,44.2,1.9,Urban,72515,1,0
Female,White,29,Bachelors,6.1,77.3,9.8,3.9,Suburban,88881,1,0
Female,Black,34,High School,1.2,64.2,39.4,2.0,Suburban,68662,4,0
Female,Hispanic,22,High School,3.6,57.1,79.0,1.0,Urban,77406,3,0
Male,White,31,Masters,6.6,21.8,23.5,2.2,Suburban,83531,2,0
Female,Hispanic,36,High School,1.3,87.7,58.1,1.1,Urban,77405,3,0
Female,Black,57,PhD,0.6,52.7,42.1,2.0,Rural,58220,1,0
Male,White,30,Masters,4.4,57.4,42.6,3.2,Urban,78602,1,1
Female,Asian,46,Masters,0.6,55.2,33.9,1.3,Suburban,69035,4,0
Male,White,40,PhD,3.2,97.1,10.8,2.7,Suburban,96515,1,1
Male,Asian,31,Bachelors,9.4,47.3,33.7,4.7,Suburban,93906,4,0
Male,Asian,34,Masters,1.4,83.5,0.0,4.0,Urban,74323,3,0
Male,White,40,High School,1.2,52.3,74.8,1.1,Suburban,64345,1,0
Male,Asian,23,Bachelors,5.3,78.1,41.1,1.4,Suburban,77953,3,0
Male,Asian,48,Bachelors,7.5,78.5,65.7,2.1,Suburban,96304,3,1
Male,Hispanic,38,Bachelors,3.4,84.7,37.5,1.2,Urban,87648,3,0
Male,Asian,22,High School,5.7,48.0,16.6,2.4,Suburban,89916,4,0
Male,White,35,Bachelors,10.0,96.5,25.3,2.5,Suburban,100825,1,1
Male,Asian,33,High School,6.0,51.6,35.9,3.1,Urban,83520,3,0
Male,Black,34,Masters,18.3,67.0,1.1,1.3,Urban,120518,2,0
Male,White,23,High School,9.9,67.7,56.6,2.2,Suburban,96499,3,1
Male,White,50,Bachelors,5.0,91.1,42.7,3.6,Suburban,81605,2,1
Male,White,50,Bachelors,0.3,39.3,35.2,2.5,Urban,74530,1,0
Female,White,30,Masters,6.3,34.0,45.7,1.7,Rural,75410,1,0
Male,White,34,Bachelors,6.7,78.0,47.2,5.0,Rural,88953,3,1
Male,Hispanic,29,PhD,4.0,76.7,17.9,1.4,Suburban,77511,3,0
Female,Black,28,Bachelors,7.6,85.1,40.6,3.8,Urban,95689,1,0
Female,Black,40,PhD,0.2,41.2,43.6,1.2,Urban,63088,4,0
Male,White,22,Masters,0.6,44.5,50.5,1.1,Urban,66527,1,0
Male,Black,36,Masters,3.0,79.6,21.4,4.1,Urban,81590,1,0
Female,Asian,31,Masters,11.6,69.8,24.6,4.3,Suburban,94326,3,1
Male,White,25,Masters,3.2,70.3,43.5,1.0,Suburban,85399,3,0
Female,Hispanic,35,PhD,1.1,51.3,33.4,4.2,Suburban,66717,3,0
Male,Hispanic,50,High School,25.0,50.4,7.2,1.7,Urban,120376,3,1
Male,White,41,Masters,5.6,70.6,35.4,1.0,Suburban,85969,3,0
Male,Hispanic,22,Masters,1.1,94.3,7.3,1.0,Suburban,78375,3,0
Male,White,31,Bachelors,1.1,93.8,20.3,1.0,Urban,94012,1,0
Male,Hispanic,32,Bachelors,3.7,32.0,42.6,4.2,Urban,71857,3,0
Male,Black,47,Bachelors,2.0,70.4,78.3,2.8,Urban,84252,2,0
Female,White,35,High School,1.3,31.3,38.8,4.3,Urban,63478,1,0
Female,Hispanic,22,Bachelors,11.6,96.2,53.1,4.7,Urban,94322,4,1
Male,White,22,High School,0.8,50.9,46.7,4.2,Urban,78798,1,0
Female,Hispanic,22,High School,8.6,49.6,74.8,4.1,Urban,81930,3,0
Female,Black,31,High School,3.2,81.6,35.6,3.9,Urban,77418,1,0
Female,Hispanic,38,Masters,16.0,97.3,20.6,1.0,Suburban,113968,3,0
Female,Black,39,High School,25.0,44.5,77.2,2.1,Suburban,113543,1,1
Male,White,44,Bachelors,1.9,83.5,57.9,2.0,Rural,87505,2,1
Male,Hispanic,25,PhD,1.6,77.3,0.0,1.0,Urban,77912,3,0
Female,White,39,Bachelors,2.5,37.6,83.9,1.5,Urban,68863,1,0
Male,Hispanic,22,Masters,6.8,32.5,47.7,2.9,Urban,76398,4,0
Male,Hispanic,42,Bachelors,8.6,60.5,42.0,1.0,Suburban,89556,4,0
Female,Black,28,High School,3.8,85.7,57.3,3.0,Suburban,79574,1,0
Female,Black,25,Masters,2.5,83.3,59.1,3.6,Suburban,82399,2,0
Female,White,34,Bachelors,4.3,84.8,19.7,1.3,Urban,82684,1,0
Male,White,39,Masters,1.9,89.3,15.5,2.2,Suburban,83716,1,1
Male,White,51,Masters,5.5,55.2,38.7,2.9,Suburban,85803,1,1
Male,Hispanic,39,High School,12.0,58.4,31.8,1.0,Suburban,98282,4,0
Male,Hispanic,30,PhD,0.9,70.3,58.6,1.0,Rural,82440,4,0
Male,White,40,Bachelors,1.1,60.2,18.7,1.4,Urban,75707,1,0
Male,White,46,Bachelors,9.3,53.3,24.2,4.2,Urban,88549,1,1
Female,Hispanic,28,Bachelors,2.1,46.4,50.4,1.3,Suburban,73294,4,0
Female,White,37,Masters,1.6,86.6,52.4,2.7,Urban,83360,1,0
Male,White,26,Masters,0.7,86.5,18.9,3.2,Urban,88434,2,0
Male,White,36,Masters,9.3,40.7,9.3,3.1,Rural,77833,2,0
Male,Asian,38,High School,2.4,66.9,9.7,3.5,Urban,77911,3,0
Female,Black,36,Bachelors,0.4,57.8,77.2,2.3,Suburban,70990,4,0
Male,White,34,Masters,0.5,100.0,67.2,1.2,Rural,86445,1,1
Male,Black,36,Bachelors,16.0,61.8,20.0,1.0,Urban,107714,1,0
Male,White,29,Bachelors,11.0,78.6,70.8,1.5,Urban,105040,2,1
Male,Black,42,Bachelors,1.3,70.7,28.1,1.9,Rural,72697,1,0
Male,Black,38,Bachelors,2.1,75.2,80.4,3.1,Urban,83617,1,0
Male,White,46,High School,2.9,88.5,26.5,1.4,Urban,81367,1,0
Female,White,42,Masters,1.3,81.9,76.5,2.2,Urban,80135,1,0
Female,Black,37,High School,3.3,50.9,71.1,2.4,Suburban,66543,4,0
Male,Black,41,Bachelors,8.5,81.1,29.4,1.0,Suburban,96715,1,0
Female,White,56,Bachelors,13.4,65.1,80.4,2.0,Rural,94449,2,1
Female,White,28,PhD,1.2,64.7,32.8,3.6,Urban,67484,1,0
Female,Black,30,Masters,1.3,79.7,42.3,4.0,Suburban,65051,1,0
Male,Hispanic,38,High School,0.5,77.0,42.1,1.6,Urban,81238,3,0
Female,Hispanic,34,Bachelors,1.9,77.8,19.9,1.7,Suburban,73250,4,0
Male,Hispanic,43,High School,10.4,49.5,60.1,1.7,Rural,93728,3,0
Male,White,44,Bachelors,0.6,51.8,32.4,2.8,Rural,78266,1,0
Male,Asian,22,Masters,3.2,20.2,54.1,1.0,Suburban,67254,3,0
Female,Black,22,High School,0.6,86.8,28.6,2.5,Suburban,71014,1,0
Female,Hispanic,47,Bachelors,3.9,64.7,55.2,3.1,Urban,80766,3,0
Male,Hispanic,23,Bachelors,1.5,29.2,40.1,1.7,Suburban,65887,3,0
Female,Black,30,PhD,4.9,72.2,85.0,1.6,Urban,86904,1,0
Male,White,49,Bachelors,10.3,53.5,25.8,5.0,Suburban,99128,1,1
Female,White,22,Bachelors,9.8,46.0,68.5,3.9,Urban,75840,1,1
Male,Hispanic,38,High School,1.5,66.5,78.7,2.6,Urban,75663,4,0
Female,Hispanic,44,High School,3.1,65.4,28.6,2.2,Urban,83252,4,0
Female,Asian,34,High School,11.7,27.6,91.0,2.2,Urban,91621,4,1
Female,White,37,Masters,20.5,80.2,42.1,4.3,Suburban,115267,2,1
Male,White,22,High School,1.4,57.0,51.8,3.3,Suburban,69452,2,1
Female,Asian,35,Bachelors,2.5,84.1,3.4,1.2,Urban,76130,3,0
Female,Asian,43,Bachelors,9.1,40.2,36.7,2.8,Suburban,72125,4,0
Male,White,40,Bachelors,0.6,80.9,46.8,2.7,Suburban,89921,2,1
Female,White,40,Masters,4.1,73.8,85.9,1.2,Urban,79794,2,0
Male,Black,41,Bachelors,17.6,40.4,70.5,1.0,Urban,92393,2,1
Female,White,38,Bachelors,0.2,92.1,60.0,5.0,Urban,79433,2,1
Female,Black,22,Bachelors,2.0,94.0,53.2,1.0,Urban,85973,3,0
Female,Asian,25,Masters,5.0,100.0,3.5,1.1,Urban,89737,3,0
Female,White,33,Bachelors,2.3,30.6,28.5,3.6,Urban,59965,2,0
Male,Hispanic,49,Bachelors,0.9,54.2,48.7,3.7,Urban,70276,3,0
Female,White,42,High School,14.4,97.4,58.1,2.8,Urban,106584,1,1
Female,Hispanic,56,Masters,0.4,48.8,60.5,1.7,Suburban,65483,3,0
Female,White,49,Bachelors,0.0,22.1,18.4,3.8,Suburban,56200,3,0
Male,White,28,Bachelors,1.3,78.5,28.1,2.6,Suburban,79786,1,1
Female,Black,25,Masters,3.4,62.6,71.7,2.0,Rural,73654,1,0
Male,Asian,25,High School,6.2,98.3,0.0,1.0,Suburban,95731,3,0
Female,Hispanic,22,Masters,4.5,46.7,60.8,1.0,Urban,78615,3,0
Female,Black,47,High School,1.4,79.5,44.0,3.7,Suburban,71266,1,0
Male,White,45,Bachelors,18.5,32.2,41.1,1.1,Urban,109520,4,1
Male,White,36,PhD,3.0,83.5,100.0,1.5,Urban,91063,2,1
Female,Hispanic,31,PhD,7.3,100.0,8.2,3.0,Urban,86160,3,0
Female,Hispanic,55,Masters,3.6,93.1,71.9,3.8,Urban,89294,3,0
Female,White,40,High School,3.9,68.0,50.4,1.0,Urban,91236,3,0
Female,Hispanic,46,Bachelors,16.5,64.1,43.2,3.0,Suburban,101147,3,0
Female,Asian,22,Bachelors,0.3,72.6,13.5,1.6,Suburban,81705,3,0
Female,White,32,Bachelors,14.4,51.6,29.7,3.0,Suburban,92663,3,0
Female,Hispanic,22,Bachelors,0.1,50.7,49.9,1.0,Suburban,62967,3,0
Female,Black,22,Bachelors,2.5,63.4,34.7,1.1,Rural,73778,1,0
Female,Asian,47,Masters,11.8,49.9,38.4,2.3,Rural,88105,4,0
Female,Black,32,High School,5.3,44.6,100.0,3.1,Urban,65207,2,0
Female,White,35,Masters,5.2,69.7,78.1,5.0,Suburban,84040,1,1
Female,Asian,26,Masters,12.7,100.0,11.8,2.1,Rural,102607,4,1
Male,Black,24,High School,6.9,54.7,36.6,3.1,Suburban,93791,1,0
Female,Asian,47,High School,0.9,87.4,59.6,2.3,Urban,89075,3,0
Female,White,31,High School,25.0,53.8,49.5,2.5,Urban,116843,1,1
Male,White,44,High School,5.5,62.9,64.6,2.3,Rural,85528,1,1
Male,White,38,Bachelors,19.7,69.6,28.8,4.6,Urban,118813,1,1
Female,White,23,High School,1.3,73.2,64.3,1.5,Urban,76954,1,0
Male,Black,28,Bachelors,6.9,70.9,29.9,1.0,Urban,92844,1,0
Male,White,37,Masters,9.0,86.6,56.6,3.8,Urban,102096,2,1
Male,White,44,High School,0.6,63.2,68.4,1.8,Suburban,84845,1,0
Male,White,57,Bachelors,4.4,76.1,69.8,2.0,Urban,90523,1,1
Male,Asian,51,Bachelors,3.0,82.7,42.2,2.4,Rural,91817,4,0
Male,Asian,29,PhD,13.1,85.4,55.2,1.0,Rural,104746,4,1
Male,Hispanic,38,Masters,5.1,86.9,39.7,2.3,Urban,90780,3,1
Male,White,38,Bachelors,6.0,66.5,41.3,2.5,Urban,86220,4,1
Female,White,26,Bachelors,0.2,94.8,99.9,3.7,Urban,89464,2,0
Male,White,23,Bachelors,3.8,58.7,9.5,4.8,Urban,79275,2,1
Male,White,48,Bachelors,2.4,62.2,59.2,5.0,Urban,74933,1,1
Male,Hispanic,50,Bachelors,3.4,32.9,48.8,1.0,Suburban,63755,4,0
Male,Asian,49,Masters,23.3,75.0,67.4,4.5,Urban,121764,3,1
Female,Black,32,High School,5.0,46.0,61.0,3.1,Urban,65474,1,0
Male,Black,42,Masters,0.9,86.9,71.8,1.0,Rural,73498,2,0
Female,White,27,Bachelors,0.4,42.2,47.0,1.4,Suburban,73260,1,0
Female,Hispanic,29,PhD,11.0,75.1,68.6,1.6,Rural,101084,4,0
Female,Asian,34,Bachelors,1.0,84.5,70.2,3.6,Urban,84085,3,0
Female,White,51,High School,12.4,36.3,34.7,2.4,Suburban,83149,2,0
Male,Black,41,High School,1.5,59.3,18.4,2.3,Rural,80284,4,0
Female,White,44,Bachelors,2.4,62.6,57.1,5.0,Rural,75401,1,0
Female,White,45,Bachelors,7.6,100.0,89.1,1.7,Suburban,105825,1,1
Male,White,34,Masters,0.0,98.0,61.9,3.5,Suburban,87047,1,1
Male,Hispanic,51,Masters,3.0,71.2,0.0,1.6,Urban,87771,3,0
Male,White,25,High School,13.4,60.6,77.1,2.1,Suburban,93397,1,1
Male,Asian,36,High School,2.5,54.1,36.1,3.5,Rural,73769,3,0
Female,Hispanic,35,Bachelors,14.4,68.4,25.5,2.9,Urban,98241,3,1
Female,Black,41,Bachelors,1.1,92.0,75.5,5.0,Suburban,74949,1,0
Female,Black,52,PhD,5.9,77.6,31.4,2.9,Urban,83312,1,0
Female,Black,39,Masters,0.3,69.4,98.9,1.0,Urban,70989,2,0
Male,White,27,PhD,4.3,76.8,40.0,1.4,Urban,94611,1,1
Male,White,39,Bachelors,6.5,63.8,17.8,2.5,Suburban,94615,1,1
Female,White,30,High School,1.6,63.1,59.7,1.6,Rural,80031,2,0
Male,White,42,Bachelors,3.1,59.2,48.8,2.6,Rural,86122,2,0
Female,Black,50,High School,2.2,88.9,48.6,3.8,Urban,89616,1,0
Female,White,40,Masters,5.7,16.4,76.0,1.1,Suburban,66051,1,0
Female,Hispanic,49,High School,14.1,72.7,77.7,1.9,Suburban,105260,3,0
Female,White,37,High School,2.7,69.6,71.2,3.4,Suburban,75617,1,0
Female,White,22,Bachelors,18.1,71.0,73.0,1.8,Urban,106945,1,1
Male,Asian,34,Masters,8.2,89.0,0.0,2.9,Urban,97113,3,0
Male,Hispanic,32,Bachelors,3.0,86.3,35.9,1.1,Suburban,90435,3,0
Female,Black,36,Masters,1.1,100.0,22.2,1.0,Urban,87648,2,0
Female,Black,36,PhD,11.8,87.1,76.1,2.8,Urban,103307,1,1
Male,Asian,30,Masters,13.1,82.9,20.0,2.4,Suburban,113630,3,1
Male,Hispanic,37,Bachelors,11.0,42.9,14.2,2.3,Rural,94895,4,0
Male,Hispanic,40,High School,4.9,16.3,43.0,4.2,Urban,62500,4,0
Male,Hispanic,61,PhD,2.5,38.3,68.0,4.0,Urban,77242,3,0
Female,Asian,43,Bachelors,1.2,81.0,10.0,3.4,Urban,78881,3,0
Male,White,29,Bachelors,2.8,84.0,17.6,2.3,Urban,91398,1,1
Male,Asian,35,Bachelors,3.6,55.0,1.7,2.2,Rural,83793,3,0
Female,Black,36,High School,2.4,50.2,57.8,2.4,Suburban,61046,1,0
Female,White,41,High School,9.3,31.9,46.7,1.5,Suburban,83181,1,0
Female,White,40,Masters,2.3,70.4,96.5,2.4,Urban,75439,1,0
Male,Asian,50,Masters,4.1,69.9,77.2,4.0,Urban,82672,3,1
Male,Hispanic,44,PhD,3.9,84.9,93.9,2.8,Suburban,88757,4,0
Male,Hispanic,41,Bachelors,1.4,56.5,0.0,2.4,Suburban,69588,3,0
Male,White,44,High School,4.4,100.0,66.3,3.6,Suburban,102898,1,1
Female,Hispanic,35,Bachelors,0.8,100.0,45.7,1.0,Urban,84219,4,0
Male,White,32,Masters,9.8,92.3,29.2,4.5,Suburban,100997,1,1
Male,Hispanic,33,High School,9.1,22.1,30.7,1.0,Urban,74319,3,0
Female,Asian,41,Bachelors,0.3,44.3,74.4,3.0,Suburban,70075,4,0
Female,Hispanic,41,Bachelors,2.3,87.1,37.2,2.1,Urban,79814,4,0
Male,White,43,High School,6.8,53.2,70.8,1.9,Urban,88429,3,1
Male,Black,45,High School,14.3,67.3,14.0,3.2,Suburban,102071,1,1
Female,Asian,30,High School,1.6,74.3,62.9,3.3,Urban,75008,3,0
Male,Asian,24,High School,7.5,70.3,45.6,2.5,Urban,90691,4,1
Female,Asian,32,High School,5.1,51.0,55.2,4.0,Urban,72085,3,0
Male,White,39,PhD,6.3,93.0,91.7,2.2,Urban,100748,2,1
Female,White,46,High School,7.5,65.0,61.8,4.4,Urban,86391,1,0
Male,White,28,Bachelors,0.9,69.2,74.1,1.2,Suburban,89145,3,1
Female,Asian,27,Bachelors,5.8,37.8,90.9,1.1,Urban,73528,3,0
Female,Black,40,Masters,2.9,89.7,68.6,1.3,Suburban,85532,3,0
Female,Asian,33,Masters,15.7,100.0,70.7,3.4,Urban,112698,3,1
Female,Hispanic,22,Masters,2.9,63.7,61.9,1.2,Urban,71448,4,0
Female,White,42,Masters,1.9,42.6,17.5,1.8,Rural,70904,1,0
Male,Black,27,Masters,0.3,44.9,44.9,1.0,Urban,70282,1,0
Male,White,32,High School,6.6,69.6,22.3,1.9,Urban,96679,3,1
Male,Black,43,Bachelors,0.6,83.4,67.0,2.0,Urban,75967,1,0
Female,Asian,28,Bachelors,0.5,73.5,39.0,1.4,Rural,69701,3,0
Male,Asian,30,Bachelors,2.1,98.3,12.2,3.5,Urban,89606,3,1
Male,Black,22,PhD,16.3,100.0,60.2,1.3,Urban,116689,4,1
Female,Asian,33,Bachelors,0.2,78.2,82.5,1.2,Urban,70437,3,0
Male,White,27,High School,3.0,80.5,70.6,4.7,Urban,84981,1,1
Male,Asian,53,Bachelors,0.0,100.0,36.3,3.8,Rural,80469,3,0
Female,White,51,Masters,6.0,65.7,51.1,2.3,Suburban,78557,3,1
Female,Asian,43,High School,1.0,62.5,12.4,1.7,Rural,74389,3,0
Male,Black,40,Bachelors,3.2,49.4,80.2,2.0,Urban,77970,1,0
Male,White,46,High School,25.0,39.6,68.3,1.8,Urban,116095,1,1
Male,White,27,PhD,14.0,62.5,43.6,3.1,Suburban,105881,1,1
Male,Hispanic,39,Bachelors,2.9,53.5,14.8,1.6,Urban,76237,3,0
Male,Asian,38,Bachelors,19.4,63.6,42.0,1.1,Urban,107617,3,1
Male,Asian,28,High School,10.4,72.6,74.8,1.0,Suburban,96088,3,1
Female,Hispanic,45,High School,2.9,37.7,56.9,1.0,Suburban,63843,3,0
Female,Hispanic,36,Masters,6.6,24.2,78.6,3.9,Suburban,61629,4,0
Female,White,38,High School,1.1,81.5,7.4,1.3,Urban,75741,1,0
Female,Black,43,Masters,7.5,65.7,50.4,2.9,Suburban,82542,1,0
Male,White,29,Masters,4.8,84.4,66.4,1.2,Suburban,94956,1,1
Male,White,34,Masters,0.1,48.8,22.7,4.4,Urban,74108,1,0
Female,Black,41,Bachelors,2.2,76.6,43.1,1.8,Urban,79138,2,0
Female,Hispanic,22,Bachelors,0.7,75.3,34.6,3.9,Rural,80332,4,0
Male,Asian,36,Bachelors,13.7,65.6,29.0,1.6,Rural,111375,4,1
Female,Asian,32,High School,2.9,36.4,26.0,1.9,Rural,69569,3,0
Male,Black,37,Bachelors,4.2,66.4,51.9,3.1,Rural,89325,3,0
Male,Asian,39,Bachelors,11.7,56.5,36.2,2.1,Urban,95389,4,1
Female,White,41,Bachelors,3.2,62.6,84.3,1.0,Urban,72937,1,0
Female,White,30,Masters,21.7,50.6,83.7,3.5,Urban,114189,4,1
Female,White,31,High School,17.2,47.7,66.0,1.2,Suburban,92729,1,1
Male,Black,41,High School,0.4,58.3,70.0,1.2,Urban,83406,3,0
Male,Black,33,Masters,4.7,61.5,32.6,1.3,Rural,81419,1,0
Male,Hispanic,39,Masters,0.1,47.7,45.1,1.4,Suburban,70093,3,0
Female,Asian,23,Bachelors,3.2,43.7,37.9,5.0,Rural,65058,3,0
Male,Black,26,Bachelors,1.6,21.2,66.6,1.2,Rural,60993,1,0
Male,White,30,Masters,2.2,84.6,39.9,4.9,Suburban,89077,1,1
Female,Hispanic,28,High School,6.4,68.6,55.4,1.1,Suburban,85989,3,0
Female,White,30,PhD,5.4,68.6,38.5,4.5,Urban,82207,4,1
Female,Asian,31,Masters,2.3,40.3,40.3,2.7,Rural,62453,3,0
Female,White,42,Masters,3.7,68.9,35.6,2.2,Urban,85111,2,0
Female,Asian,27,Masters,5.7,76.3,12.3,4.6,Urban,81254,4,0
Male,White,34,Bachelors,7.2,89.3,61.6,2.1,Urban,103587,1,1
