Gender,Race,Age,Education_Level,Experience_Years,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,Black,35,Bachelors,0.9,69.0,1.0,Rural,88.4,78711,3,0
Female,White,41,High School,7.6,68.5,2.3,Urban,69.3,101458,4,1
Male,White,41,High School,5.9,13.7,4.3,Suburban,59.6,86954,2,1
Male,White,29,Masters,2.2,28.0,2.4,Urban,88.3,76344,1,1
Male,Asian,30,Bachelors,2.3,65.8,2.1,Urban,80.8,94464,3,1
Female,Asian,46,Bachelors,11.8,24.3,2.1,Suburban,72.4,102417,4,0
Male,White,55,Masters,11.2,34.3,3.2,Urban,68.0,105465,1,1
Male,Hispanic,31,Masters,3.7,16.8,1.3,Urban,100.0,81830,3,0
Female,Black,45,Bachelors,0.9,97.1,1.9,Rural,59.6,87323,2,0
Female,White,25,High School,0.2,100.0,1.4,Suburban,38.2,68189,3,0
Male,Hispanic,26,Bachelors,8.3,21.9,2.0,Urban,100.0,89519,3,1
Male,White,31,Bachelors,6.2,54.8,2.6,Urban,86.4,91272,1,1
Male,Asian,52,High School,5.5,44.1,4.2,Urban,69.1,75625,4,0
Male,Asian,42,Bachelors,1.0,59.5,3.8,Urban,42.7,68236,3,0
Male,Asian,49,Masters,4.0,13.0,2.4,Urban,36.2,74010,3,0
Female,Hispanic,35,High School,8.7,83.8,2.7,Rural,60.4,70081,3,0
Male,Black,22,Bachelors,4.7,75.3,2.4,Urban,52.7,86068,1,0
Female,Hispanic,42,Bachelors,2.5,63.5,1.0,Suburban,79.2,61645,3,0
Female,White,22,Bachelors,12.5,74.1,1.0,Urban,62.9,102146,3,1
Male,White,46,High School,0.5,7.0,1.6,Suburban,18.1,89003,1,0
Female,Black,23,Bachelors,1.1,36.9,3.9,Suburban,32.9,71320,1,0
Female,White,22,PhD,1.5,44.8,2.0,Urban,43.6,62251,2,0
Female,Hispanic,31,Bachelors,4.7,54.3,2.1,Rural,32.1,93109,4,0
Female,Black,22,High School,11.1,85.7,1.9,Urban,50.7,108328,3,0
Male,White,27,Bachelors,1.9,69.2,1.1,Rural,29.3,76498,2,0
Male,White,33,Bachelors,5.0,57.1,4.9,Suburban,81.4,95570,1,1
Female,White,45,Bachelors,2.4,74.5,2.0,Urban,38.7,78953,1,0
Male,White,40,Masters,2.5,45.5,1.0,Rural,92.9,92397,3,1
Male,Hispanic,47,Bachelors,5.0,18.7,1.6,Rural,55.6,90759,3,0
Female,Asian,23,High School,3.0,89.3,1.9,Urban,0.0,76885,3,0
Male,White,37,Bachelors,1.0,75.6,1.3,Suburban,76.3,86259,1,1
Male,Hispanic,28,Bachelors,2.9,48.8,4.1,Urban,74.6,90292,4,0
Male,Black,41,Masters,9.1,31.4,1.0,Urban,25.9,101100,1,0
Male,White,32,Masters,6.3,43.0,2.3,Urban,35.4,84099,1,1
Female,White,25,Masters,3.7,43.0,3.1,Suburban,88.7,90820,3,1
Female,Hispanic,45,PhD,2.3,42.7,4.0,Urban,33.5,73546,4,0
Male,Asian,31,Masters,0.2,34.5,3.1,Suburban,32.5,85577,3,0
Female,White,30,Masters,4.6,58.0,2.3,Urban,52.9,90011,1,0
Male,Hispanic,48,Bachelors,3.0,76.5,4.5,Rural,89.5,96778,4,1
Male,Hispanic,30,Bachelors,6.9,12.4,1.2,Urban,64.0,84479,3,0
Male,White,26,Masters,2.1,34.7,1.4,Urban,84.9,73702,2,0
Female,Black,52,High School,0.1,74.1,2.5,Urban,52.5,74298,1,0
Female,Black,40,Masters,1.4,91.1,2.9,Urban,69.9,80795,3,0
Male,White,26,Masters,5.0,74.7,1.3,Suburban,66.6,93861,1,1
Female,White,37,PhD,2.3,36.6,3.1,Urban,24.2,81624,1,0
Female,White,41,High School,8.8,27.1,4.3,Urban,100.0,98743,1,1
Male,Black,32,Bachelors,2.2,7.3,2.9,Urban,36.4,65639,1,0
Female,Asian,44,High School,17.4,92.1,1.3,Rural,79.4,123070,4,1
Male,Black,36,Bachelors,0.5,99.1,3.4,Rural,100.0,69624,1,0
Male,White,30,PhD,1.9,14.1,3.3,Urban,76.5,80158,1,0
Female,Asian,37,Bachelors,10.8,73.6,2.0,Urban,100.0,96053,4,1
Male,White,32,PhD,3.6,37.2,3.6,Urban,64.0,91834,2,1
Female,White,57,Masters,13.3,60.2,3.3,Rural,43.9,103647,1,1
Male,Black,25,Masters,2.5,45.7,3.5,Rural,0.0,85547,1,0
Male,Asian,25,Masters,2.3,41.1,3.1,Suburban,40.3,92546,3,0
Female,Black,34,Bachelors,5.0,69.6,1.8,Urban,28.1,94926,1,0
Female,White,37,Bachelors,0.5,70.8,1.5,Urban,79.6,69716,1,0
Male,Hispanic,26,Masters,0.9,2.6,4.1,Suburban,73.5,74264,4,0
Female,Asian,47,Bachelors,0.4,27.0,4.3,Rural,71.0,66756,3,0
Male,Black,22,PhD,2.0,65.8,1.9,Urban,27.1,82777,1,0
Female,Hispanic,38,Bachelors,1.2,41.3,2.7,Rural,51.2,70573,3,0
Male,Hispanic,43,Masters,4.4,59.2,1.0,Suburban,37.3,96940,3,0
Male,White,22,Masters,6.5,72.8,2.5,Suburban,45.9,87481,1,1
Female,Black,53,Bachelors,10.1,64.5,1.7,Rural,70.8,94610,2,1
Female,White,44,Bachelors,1.8,19.1,5.0,Urban,39.4,76545,3,0
Male,Black,36,Bachelors,2.6,26.4,2.8,Suburban,15.9,94587,1,0
Female,White,37,High School,0.4,50.5,1.0,Rural,7.4,77489,3,0
Male,Hispanic,30,Bachelors,0.5,15.3,1.1,Suburban,72.5,73372,3,0
Male,Black,42,Bachelors,1.7,59.5,1.0,Urban,89.3,78017,1,0
Female,Asian,29,Bachelors,2.7,18.3,4.1,Urban,53.6,86213,3,0
Female,Hispanic,45,Masters,1.3,22.2,1.9,Urban,37.5,70816,3,0
Female,White,22,Masters,24.3,75.1,4.9,Urban,46.9,114065,2,1
Female,Black,40,Bachelors,8.0,51.5,3.3,Suburban,62.0,100770,1,0
Female,White,32,Bachelors,3.7,75.3,4.1,Suburban,31.1,91194,1,0
Female,Asian,49,Masters,6.6,64.6,1.0,Urban,31.1,95023,4,0
Male,Asian,38,PhD,0.9,41.9,2.2,Rural,52.2,81643,3,0
Male,Asian,34,Masters,5.4,69.9,3.3,Urban,59.6,80192,4,1
Male,White,40,PhD,2.8,20.3,1.0,Urban,100.0,76951,4,0
Female,White,24,High School,1.4,22.8,2.5,Rural,63.9,75264,1,0
Male,White,43,High School,4.5,66.2,3.3,Rural,0.0,99082,1,0
Female,Black,45,Bachelors,1.0,14.7,1.0,Urban,60.8,60046,2,0
Female,Asian,41,High School,3.0,66.2,4.3,Suburban,67.4,70316,3,0
Female,Asian,22,Masters,25.0,16.3,1.7,Urban,50.6,125816,3,1
Male,Asian,45,Bachelors,16.0,58.1,1.8,Suburban,73.0,97215,3,1
Female,White,22,Bachelors,0.9,77.7,5.0,Suburban,84.6,77273,1,0
Female,Hispanic,26,High School,1.8,63.6,3.2,Suburban,42.3,70841,4,0
Male,Black,36,Masters,2.2,75.3,1.0,Rural,34.8,76839,2,0
Male,White,26,Bachelors,4.4,36.7,4.7,Rural,78.5,87060,2,1
Female,Black,24,Masters,5.3,39.8,2.4,Suburban,84.5,89642,1,0
Male,Asian,29,High School,1.1,3.5,2.5,Suburban,100.0,80875,3,0
Female,Hispanic,27,Bachelors,1.1,43.3,1.0,Suburban,2.0,74778,4,0
Male,Asian,22,Masters,2.3,32.8,3.9,Urban,80.6,86273,3,1
Male,White,22,Masters,1.3,39.0,1.0,Urban,65.2,91262,2,0
Male,White,51,High School,4.0,66.3,4.4,Urban,87.2,88524,3,1
Female,Asian,29,Masters,0.5,48.5,2.0,Suburban,62.8,71222,3,0
Female,White,45,Masters,7.2,54.0,4.2,Urban,41.3,92667,1,0
Male,Black,30,Masters,0.5,20.1,2.1,Urban,45.4,76700,1,0
Male,White,33,Bachelors,3.6,55.4,3.6,Suburban,89.5,100322,1,1
Male,Asian,22,Masters,2.4,53.5,1.5,Urban,64.7,87927,3,1
Female,White,30,Bachelors,5.9,42.4,3.3,Suburban,23.7,75178,1,0
Male,Asian,48,Bachelors,2.8,43.1,3.5,Urban,34.4,77050,3,0
Male,Black,51,High School,2.6,46.0,1.0,Suburban,81.5,79277,1,0
Female,White,22,High School,4.6,51.0,1.9,Urban,81.9,77841,3,0
Female,White,36,High School,9.8,64.3,1.0,Suburban,23.5,108646,1,0
Male,White,28,PhD,4.4,100.0,2.7,Suburban,45.5,98889,1,1
Male,Black,25,Masters,5.7,100.0,1.0,Suburban,51.5,88572,1,0
Male,Asian,27,Masters,4.5,56.4,1.6,Rural,47.6,79899,3,0
Male,White,28,Masters,25.0,16.5,3.7,Rural,98.2,137578,2,1
Female,Hispanic,26,Masters,3.7,61.8,1.6,Urban,71.8,80036,3,0
Female,Asian,30,Bachelors,3.1,75.0,5.0,Rural,67.3,96635,3,1
Male,Black,28,PhD,3.1,56.4,1.3,Suburban,74.1,78229,3,0
Male,Black,22,High School,2.2,59.3,1.0,Rural,56.5,70656,3,0
Male,Black,62,Masters,2.5,44.5,3.2,Urban,32.4,70375,1,0
Male,Asian,22,PhD,1.0,47.2,4.0,Suburban,25.2,88871,3,0
Female,Hispanic,40,PhD,5.0,26.2,2.3,Urban,70.9,91196,4,0
Male,White,42,Masters,0.5,41.3,2.5,Urban,59.6,79529,2,0
Male,White,44,Masters,9.2,47.2,3.7,Urban,26.3,96975,1,1
Male,White,30,High School,1.2,35.5,4.3,Suburban,81.0,93406,3,1
Male,Asian,38,Bachelors,9.4,46.8,4.1,Suburban,62.1,99989,4,1
Male,White,39,Masters,4.7,79.0,1.0,Suburban,28.2,86856,1,0
Female,White,42,Masters,4.9,36.3,2.6,Urban,48.3,81314,1,0
Female,White,22,Masters,5.4,43.2,1.3,Urban,81.2,95303,2,1
Male,Hispanic,52,Masters,2.2,79.1,3.1,Rural,56.8,88793,3,1
Female,Asian,46,High School,5.1,33.7,1.8,Suburban,57.1,88558,3,0
Male,Black,46,Masters,4.7,51.9,2.2,Suburban,32.9,85440,3,0
Female,Hispanic,53,PhD,7.6,26.6,2.7,Urban,52.3,86845,3,0
Female,White,35,Bachelors,7.4,95.8,2.5,Urban,64.9,88577,1,1
Female,White,32,Masters,4.8,16.6,3.8,Urban,62.0,76320,2,0
Male,White,36,PhD,4.4,42.2,4.2,Suburban,75.6,80229,1,1
Female,White,29,Masters,9.2,80.6,3.7,Suburban,59.7,95449,1,1
Female,White,34,Bachelors,11.7,20.7,1.5,Suburban,80.0,97753,2,0
Female,Asian,49,Bachelors,14.1,44.0,3.1,Urban,100.0,91258,3,1
Male,Asian,32,Bachelors,2.7,35.9,1.2,Urban,68.4,69717,3,0
Female,White,30,Masters,5.9,60.7,1.1,Suburban,50.1,94940,1,0
Male,White,32,High School,4.5,15.3,1.2,Rural,39.3,83586,1,0
Female,White,33,Bachelors,4.8,46.3,5.0,Rural,80.3,93144,1,1
Male,Asian,30,Masters,3.6,26.6,4.3,Suburban,55.3,69251,3,0
Male,White,40,Masters,1.8,45.3,2.2,Suburban,67.9,82858,2,1
Female,White,35,Bachelors,3.5,81.7,4.4,Rural,9.2,71919,3,0
Female,Asian,27,High School,0.2,57.4,3.2,Urban,41.5,63519,3,0
Female,Asian,27,PhD,3.4,18.7,2.0,Suburban,88.2,79293,3,0
Female,White,27,High School,4.8,20.2,4.1,Suburban,81.9,73305,1,0
Female,White,37,PhD,20.0,41.1,3.4,Suburban,53.8,102172,1,1
Female,White,27,High School,2.9,54.1,1.0,Suburban,66.1,83686,4,0
Female,Hispanic,45,Bachelors,0.6,31.4,1.0,Suburban,24.9,65783,3,0
Female,Hispanic,38,High School,7.5,40.4,2.5,Urban,58.7,89464,3,0
Female,Black,48,PhD,2.3,32.7,3.8,Suburban,87.4,87327,1,0
Female,Hispanic,35,Masters,10.6,18.5,1.6,Urban,40.7,92113,3,0
Female,Hispanic,33,High School,1.6,34.4,1.0,Rural,30.4,57072,4,0
Male,Hispanic,38,High School,1.8,45.6,2.2,Urban,46.8,70631,3,0
Female,White,22,PhD,20.3,23.1,3.4,Suburban,43.3,112437,2,1
Female,Hispanic,40,High School,0.1,81.5,2.2,Urban,76.5,76864,4,0
Female,White,33,Masters,2.4,34.3,2.8,Urban,29.9,67379,1,0
Male,White,37,Bachelors,2.5,0.0,2.2,Urban,94.1,86547,2,0
Female,White,46,Masters,1.0,23.4,2.7,Urban,20.6,79475,1,0
Female,Hispanic,43,Bachelors,7.0,43.2,3.8,Suburban,60.6,83861,3,0
Female,Black,40,Bachelors,3.8,72.9,3.0,Suburban,56.0,74166,1,0
Male,White,28,Bachelors,2.3,89.5,1.5,Urban,43.9,73055,1,0
Male,White,24,Masters,16.9,32.5,1.0,Rural,35.3,107551,1,1
Female,Black,45,High School,6.1,42.6,2.5,Urban,42.0,75711,1,0
Female,Asian,25,High School,4.5,46.2,3.2,Urban,46.2,77177,3,0
Female,Asian,38,PhD,2.5,42.1,1.6,Urban,49.2,75274,3,0
Female,Asian,24,Masters,2.4,49.2,4.4,Suburban,1.6,63041,3,0
Female,White,34,High School,0.0,54.4,3.2,Urban,55.6,62493,3,0
Male,White,31,High School,8.3,83.6,3.0,Rural,46.9,87447,1,1
Female,Black,22,Bachelors,2.2,81.6,2.8,Rural,71.4,77151,1,0
Female,Hispanic,29,Masters,0.3,27.1,1.0,Rural,75.3,57729,4,0
Female,White,37,Bachelors,2.4,78.1,1.6,Urban,65.9,68781,1,0
Male,Asian,26,Bachelors,2.1,58.3,1.0,Suburban,99.2,70184,3,1
Male,Black,51,High School,3.7,60.2,1.8,Rural,72.7,83108,4,0
Female,Asian,27,Masters,12.3,19.5,4.1,Suburban,47.8,96767,4,0
Female,White,36,Masters,1.2,52.4,2.5,Urban,86.8,69536,1,0
Male,Asian,41,High School,0.4,67.4,2.7,Suburban,52.4,76216,3,0
Female,Black,30,High School,3.8,46.0,1.4,Rural,59.6,85752,2,0
Female,Hispanic,42,Bachelors,14.5,25.5,1.6,Rural,53.6,96749,3,0
Male,Hispanic,26,High School,1.4,83.8,1.0,Suburban,68.8,83309,4,0
Female,White,44,High School,0.9,39.3,1.0,Suburban,68.6,78168,1,0
Female,Black,37,High School,9.5,83.4,3.2,Urban,43.7,91030,1,0
Male,Asian,22,High School,9.8,37.0,2.4,Rural,77.0,94376,3,1
Male,White,35,Bachelors,0.2,59.6,2.6,Urban,36.4,83817,2,0
Male,Black,33,High School,1.2,29.7,4.5,Urban,79.2,70962,2,0
Male,Hispanic,28,Masters,15.6,37.2,1.0,Urban,82.3,109392,3,1
Male,White,36,Bachelors,6.8,26.2,3.1,Urban,68.8,97129,1,1
Female,White,51,Bachelors,1.8,51.5,2.2,Urban,24.2,74061,2,0
Female,Black,29,Masters,3.3,62.1,3.9,Urban,79.5,72223,2,0
Female,White,36,Masters,6.1,14.4,1.3,Suburban,29.9,86112,1,0
Female,Hispanic,36,High School,2.2,6.3,2.1,Urban,52.4,71202,3,0
Male,Hispanic,39,Bachelors,7.8,71.0,1.2,Urban,6.8,94424,3,0
Female,Black,30,Masters,1.9,38.4,2.2,Urban,45.5,80691,1,0
Male,White,35,High School,9.4,51.5,3.9,Urban,65.8,89191,1,1
Male,Asian,46,Bachelors,5.5,46.1,1.5,Urban,80.9,82261,3,0
Male,Black,45,PhD,3.9,27.6,1.0,Urban,11.1,72306,3,0
Male,Hispanic,34,Masters,1.5,29.7,3.7,Urban,43.2,86586,4,0
Female,Hispanic,22,Masters,2.6,41.3,1.9,Urban,38.1,74822,3,0
Male,Hispanic,22,Bachelors,19.1,23.8,4.7,Suburban,75.5,116410,3,1
Female,White,36,Bachelors,4.8,80.6,1.5,Urban,48.3,83348,1,0
Female,Hispanic,50,Bachelors,0.9,36.8,3.8,Rural,15.3,65306,3,0
Male,Asian,37,Bachelors,9.1,30.4,1.9,Rural,67.5,102887,3,1
Male,Asian,46,Bachelors,0.8,32.8,1.0,Rural,69.7,66424,3,0
Male,Hispanic,35,Bachelors,3.6,39.1,3.8,Urban,67.5,80039,3,0
Male,Black,41,PhD,0.7,19.5,1.0,Urban,48.4,73329,1,0
Female,Hispanic,37,Masters,0.6,27.0,1.6,Urban,64.8,59778,3,0
Male,Asian,45,Bachelors,8.2,68.2,4.0,Urban,83.8,80444,3,1
Male,White,35,High School,4.1,55.6,2.2,Rural,73.7,92530,1,1
Female,Asian,33,High School,3.7,27.3,1.4,Suburban,92.6,72285,3,0
Male,Black,42,Bachelors,6.6,94.3,1.2,Rural,60.3,99908,2,1
Female,White,22,Masters,2.6,35.3,2.6,Urban,43.2,59083,1,0
Female,White,22,PhD,4.6,33.5,2.0,Urban,52.1,98121,2,0
Male,White,32,Masters,3.6,9.9,4.7,Rural,57.2,69375,1,0
Male,White,36,High School,0.6,13.0,1.2,Urban,77.7,90846,3,1
Male,Asian,43,Bachelors,0.4,20.5,5.0,Urban,29.1,66685,3,0
Male,White,36,High School,2.5,63.8,2.3,Rural,40.4,78866,2,0
Male,Asian,52,Masters,4.6,0.0,2.6,Rural,96.9,93052,4,1
Male,Hispanic,25,High School,8.8,81.3,2.9,Suburban,35.7,89724,3,0
Male,Black,22,Bachelors,4.5,0.0,1.5,Urban,33.7,84848,1,0
Female,White,26,Masters,1.5,15.2,5.0,Urban,87.5,72646,1,0
Male,White,35,Bachelors,2.5,41.8,4.5,Suburban,61.6,95858,1,1
Male,Black,26,High School,5.4,35.0,1.8,Urban,31.2,87401,1,0
Female,White,22,High School,14.6,43.9,5.0,Rural,67.8,109925,1,1
Male,White,31,High School,2.3,13.4,1.7,Rural,52.3,90394,1,0
Female,White,41,High School,1.5,16.4,4.4,Urban,96.9,73643,1,0
Male,Black,42,Masters,9.4,84.0,3.7,Suburban,57.9,100070,1,1
Male,Black,25,High School,8.4,57.6,2.6,Urban,62.3,75935,1,0
Female,Hispanic,22,PhD,2.5,0.0,4.7,Suburban,40.9,70505,4,0
Female,Black,28,Masters,1.9,56.7,1.1,Rural,18.4,87609,1,0
Female,Black,29,Masters,0.5,36.3,1.0,Rural,82.9,64456,3,0
Female,Asian,44,Bachelors,4.3,48.4,1.2,Suburban,24.5,74040,3,0
Female,White,31,High School,10.0,68.3,3.7,Suburban,53.3,89451,1,1
Female,Black,28,Bachelors,0.2,74.6,2.1,Urban,15.6,53879,3,0
Male,Hispanic,30,High School,3.7,31.0,1.8,Urban,87.0,76172,3,0
Female,Asian,43,Masters,13.4,22.7,2.1,Rural,18.7,94559,4,0
Male,Asian,41,PhD,3.8,66.1,1.0,Suburban,67.2,91785,3,1
Female,White,36,Masters,1.7,34.6,2.3,Urban,86.0,73083,1,0
Male,White,22,High School,5.8,59.4,2.3,Suburban,89.8,74316,2,1
Female,White,33,Bachelors,2.1,100.0,3.0,Suburban,59.9,85465,1,0
Female,Asian,22,Masters,12.5,15.7,2.0,Suburban,41.4,86425,3,0
Male,White,39,High School,2.2,49.5,4.8,Suburban,88.4,69709,1,1
Male,Asian,35,Bachelors,0.1,74.0,4.3,Rural,50.4,88827,4,1
Female,Black,33,PhD,1.9,40.3,3.9,Suburban,48.8,73905,2,0
Male,Black,22,Bachelors,2.2,100.0,4.3,Suburban,54.3,82075,3,1
Female,White,41,High School,19.3,54.9,1.1,Urban,83.4,112996,2,1
Female,Hispanic,27,High School,9.9,19.2,1.2,Suburban,32.6,74171,3,0
Male,Black,30,PhD,14.6,22.6,1.0,Urban,48.3,112361,2,0
Female,Hispanic,29,Bachelors,5.7,73.5,1.7,Suburban,28.5,74974,3,0
Female,White,50,High School,1.0,76.0,1.3,Suburban,49.9,61855,2,0
Male,Hispanic,28,High School,0.7,2.0,1.0,Urban,42.9,67228,4,0
Female,Asian,26,Bachelors,1.5,54.3,4.3,Urban,54.4,79575,3,0
Male,Hispanic,40,Masters,2.8,50.8,4.5,Rural,45.5,92559,4,0
Male,White,36,High School,3.7,66.0,2.9,Urban,97.7,91919,2,1
Female,White,37,PhD,0.2,51.7,1.2,Rural,64.7,63508,1,0
Female,Black,56,PhD,0.3,24.0,3.9,Urban,53.5,60905,2,0
Male,Asian,34,Bachelors,0.8,9.2,1.2,Rural,83.9,82517,3,0
Female,White,47,Masters,11.9,58.1,4.5,Suburban,60.2,97120,1,1
Male,Hispanic,51,PhD,2.7,52.5,1.8,Urban,49.5,87168,3,0
Female,White,34,Bachelors,4.8,23.3,4.3,Urban,12.7,94472,1,0
Male,White,29,Bachelors,11.2,2.5,4.0,Suburban,70.7,106102,2,1
Male,Hispanic,56,PhD,1.0,39.7,4.3,Suburban,75.6,75918,4,0
Female,Hispanic,35,Bachelors,6.9,73.4,1.2,Suburban,2.2,96495,4,0
Male,White,26,PhD,2.1,67.9,4.7,Rural,89.1,92624,1,1
Male,White,48,Masters,4.1,32.9,1.1,Urban,87.9,83259,2,1
Female,Hispanic,45,Masters,0.7,9.9,1.5,Urban,0.0,72811,4,0
Female,White,22,PhD,0.2,50.9,4.3,Urban,69.0,72564,2,0
Female,Hispanic,40,Bachelors,2.3,78.3,2.0,Urban,81.5,61462,4,0
Male,Black,35,Masters,2.7,64.1,5.0,Suburban,30.6,92146,1,1
Female,Asian,25,Masters,14.3,44.5,3.4,Urban,56.9,94254,3,1
Female,White,22,Masters,1.9,73.6,1.3,Suburban,100.0,81803,2,0
Female,Hispanic,47,Bachelors,4.2,72.9,1.0,Rural,5.6,80834,3,0
Female,White,25,Bachelors,25.0,59.5,3.3,Urban,100.0,120111,3,1
Male,White,25,Masters,6.3,10.8,3.2,Urban,41.2,80175,3,1
