Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Hiring_Decision
Female,Black,26,Bachelors,10.4,61.3,33.2,1.0,Suburban,39.6,88073,0
Male,White,22,Masters,1.6,67.0,60.4,2.4,Urban,100.0,86707,1
Female,Hispanic,38,High School,1.5,49.4,23.2,1.0,Suburban,64.2,64953,0
Male,Black,37,Bachelors,0.3,72.0,38.1,2.7,Urban,64.8,78383,0
Female,Hispanic,31,PhD,7.8,96.6,64.9,3.0,Rural,36.1,92673,0
Female,Asian,23,Bachelors,14.0,60.3,59.0,4.9,Suburban,43.0,94571,1
Female,White,50,Masters,7.9,98.9,29.0,2.4,Urban,87.6,98752,1
Male,White,24,High School,8.0,89.2,69.5,2.4,Rural,100.0,98435,1
Female,White,28,High School,15.5,42.1,60.9,2.3,Rural,81.7,99243,1
Male,White,41,Bachelors,5.1,53.1,9.1,2.4,Urban,84.0,83476,0
Male,White,22,High School,2.1,47.6,36.5,1.0,Suburban,15.9,80959,0
Male,White,43,High School,0.4,65.3,44.4,1.9,Urban,66.1,78969,0
Male,Asian,22,Masters,1.7,65.3,88.0,1.8,Rural,92.2,80018,1
Male,White,36,Masters,6.5,73.2,52.5,2.1,Urban,96.6,101450,1
Male,White,29,Masters,1.3,79.2,61.6,4.4,Urban,84.9,93258,1
Male,White,50,Bachelors,2.4,91.2,53.6,1.2,Urban,42.1,98011,0
Female,Hispanic,22,High School,0.1,35.0,0.5,1.8,Urban,44.3,64527,0
Female,Hispanic,25,Masters,2.6,70.9,34.5,3.9,Suburban,11.1,69238,0
Female,White,41,Bachelors,0.3,64.3,49.7,2.0,Urban,55.4,84184,0
Male,Hispanic,24,Bachelors,12.0,91.9,18.4,3.9,Suburban,51.5,113168,1
Female,White,44,Masters,14.5,83.9,80.8,1.2,Suburban,42.1,108131,1
Female,Hispanic,34,Bachelors,2.8,91.7,62.5,2.0,Suburban,67.6,81677,0
Male,Hispanic,25,Masters,6.9,100.0,64.8,2.3,Urban,100.0,94994,1
Female,White,41,High School,0.3,32.2,72.8,3.2,Urban,71.2,67746,0
Male,Hispanic,37,PhD,2.1,64.9,72.4,1.9,Urban,27.4,71520,0
Male,White,45,Bachelors,13.8,59.4,11.0,3.5,Suburban,43.9,107067,1
Male,Hispanic,49,Bachelors,1.5,40.2,15.0,1.4,Rural,12.2,71207,0
Male,Hispanic,40,Masters,6.3,87.8,39.3,1.5,Urban,51.1,94653,0
Male,White,61,High School,13.2,84.7,14.8,1.9,Rural,66.2,115679,1
Female,Asian,27,Bachelors,2.5,92.2,10.6,5.0,Urban,67.3,86259,0
Male,Hispanic,43,Masters,1.7,90.6,46.2,2.8,Urban,86.9,76053,0
Male,White,42,High School,5.1,81.7,33.9,4.0,Rural,85.1,98688,1
Male,White,39,Bachelors,0.7,77.6,96.2,4.2,Suburban,50.2,82866,1
Male,White,31,Bachelors,3.4,92.4,14.8,4.4,Urban,31.9,98066,0
Female,White,22,Masters,1.8,86.9,70.2,4.1,Suburban,74.7,85495,1
Female,Hispanic,31,Masters,1.0,88.8,16.2,1.8,Suburban,29.2,73832,0
Female,White,24,Masters,2.9,92.2,81.9,1.3,Suburban,78.3,89500,1
Female,White,32,High School,15.8,80.1,7.8,3.8,Rural,34.3,119119,0
Male,Black,38,Bachelors,2.9,92.7,5.4,2.1,Rural,7.1,89072,0
Male,Hispanic,39,Bachelors,2.3,51.4,61.6,2.4,Urban,72.9,74278,0
Male,White,41,Masters,1.5,80.5,67.2,1.3,Urban,25.3,80191,0
Male,Hispanic,60,Bachelors,3.1,25.0,36.4,1.9,Suburban,62.3,65799,0
Male,Hispanic,32,High School,5.5,83.6,74.4,2.0,Rural,19.9,90447,0
Female,White,22,Bachelors,9.6,100.0,22.0,1.9,Urban,38.2,100225,1
Male,Black,22,High School,0.9,87.9,43.2,1.4,Rural,81.1,77890,0
Male,Black,36,PhD,1.8,100.0,58.1,1.0,Rural,58.8,87201,0
Female,Asian,29,High School,1.4,85.4,75.3,4.2,Urban,83.4,79849,0
Female,White,34,Masters,25.0,73.4,75.8,1.5,Urban,44.1,115048,1
Male,White,30,Bachelors,1.2,53.1,71.9,1.5,Urban,74.1,76240,1
Male,White,37,Bachelors,0.6,40.0,77.6,1.1,Urban,38.6,72984,0
Female,Asian,60,Bachelors,3.2,67.3,15.1,4.1,Urban,74.8,77300,0
Male,Hispanic,27,Bachelors,0.5,56.3,31.9,2.9,Urban,71.3,77116,0
Male,White,39,Masters,8.7,94.0,42.2,1.1,Urban,30.6,111882,1
Male,Black,30,Masters,0.2,37.2,32.3,1.0,Suburban,45.8,74012,0
Male,Black,28,PhD,5.7,29.1,58.6,2.5,Urban,93.6,77757,0
Male,White,25,High School,7.5,58.4,0.0,1.1,Urban,93.1,91193,1
Female,White,33,Bachelors,1.7,84.5,36.1,2.2,Suburban,58.6,75922,0
Female,Asian,30,PhD,8.3,79.3,9.6,3.7,Suburban,57.1,91637,0
Male,White,33,High School,0.4,69.4,70.1,2.6,Urban,100.0,89589,1
Male,White,28,Masters,0.8,76.1,28.7,3.4,Rural,7.9,87956,0
Female,Black,38,High School,2.1,39.0,63.8,4.6,Suburban,48.6,72893,0
Female,White,49,High School,3.8,41.5,48.4,1.9,Suburban,77.4,79040,0
Female,Asian,22,Bachelors,4.6,79.5,61.3,1.2,Suburban,44.4,76996,0
Female,White,22,Bachelors,15.6,73.5,43.6,3.1,Suburban,30.1,99877,1
Female,Black,48,Masters,0.0,48.8,57.0,2.8,Rural,48.0,63141,0
Female,White,33,High School,22.3,57.1,37.7,1.2,Suburban,34.6,112920,1
Female,Hispanic,36,Bachelors,11.3,83.7,52.0,1.0,Rural,44.8,90600,0
Male,Asian,35,PhD,4.3,84.1,61.9,2.7,Suburban,73.5,90870,1
Male,Black,24,Masters,4.1,75.0,50.5,1.0,Rural,27.4,91394,0
Female,Hispanic,42,High School,0.7,51.2,61.4,1.0,Suburban,59.7,65985,0
Female,Black,22,Bachelors,12.2,64.1,13.6,4.5,Urban,0.0,95347,0
Male,White,53,Bachelors,3.5,68.4,71.5,2.7,Rural,52.6,89993,1
Male,Hispanic,39,Bachelors,5.7,64.6,74.5,1.1,Rural,37.8,84377,0
Male,Black,34,Masters,7.5,21.5,79.8,1.0,Urban,29.9,72270,0
Female,Hispanic,41,High School,9.5,47.9,3.9,1.4,Suburban,12.0,90142,0
Male,Hispanic,42,Masters,4.7,81.2,32.9,1.0,Rural,50.6,77967,0
Male,Black,41,High School,15.7,45.2,34.6,3.0,Urban,35.2,93767,0
Male,White,45,Bachelors,1.1,87.7,49.6,2.3,Urban,100.0,92011,1
Male,Black,33,High School,6.1,40.9,76.0,1.6,Urban,65.0,78508,0
Male,Asian,31,Masters,10.9,50.2,30.9,2.2,Suburban,50.4,85114,1
Female,Asian,46,PhD,3.5,69.5,40.5,3.5,Urban,47.8,85388,0
Female,Hispanic,40,Bachelors,2.6,49.5,73.4,2.3,Urban,60.9,69311,0
Female,White,28,High School,8.8,61.5,21.7,1.9,Urban,54.8,91436,0
Female,Asian,33,Bachelors,5.9,55.4,61.7,2.5,Urban,84.1,76065,0
Male,Hispanic,29,High School,2.5,25.1,1.7,4.9,Urban,65.3,67768,0
Female,White,25,Masters,3.9,42.3,62.4,1.3,Urban,49.4,65431,0
Female,Black,29,Bachelors,1.3,52.1,52.0,1.9,Suburban,53.4,65317,0
Male,Black,25,Masters,6.4,79.6,37.0,1.5,Suburban,81.9,96668,1
Female,Hispanic,22,Masters,4.8,19.0,31.6,2.8,Rural,47.9,63225,0
Female,White,38,High School,4.8,82.4,51.0,3.1,Suburban,67.8,94147,0
Female,White,27,Masters,10.5,77.2,80.9,1.3,Suburban,54.9,100256,1
Male,Asian,37,Bachelors,2.8,67.5,59.1,1.3,Urban,76.4,83380,1
Male,Black,22,Masters,5.3,87.9,43.6,1.0,Urban,96.8,97820,1
Male,Black,42,Masters,1.8,63.5,34.2,1.1,Suburban,43.8,68483,0
Female,Black,33,Bachelors,0.0,73.1,64.3,2.3,Urban,20.4,73135,0
Female,Hispanic,42,High School,4.9,57.8,0.0,1.7,Rural,38.3,70315,0
Female,White,22,Masters,5.8,29.1,69.5,4.1,Urban,50.9,75380,0
Male,Hispanic,29,Bachelors,5.0,83.9,95.9,3.1,Rural,46.0,79579,1
Male,Hispanic,34,Bachelors,0.6,71.1,63.1,1.5,Suburban,83.5,76475,0
Female,Asian,34,Bachelors,2.2,88.9,16.7,2.5,Suburban,34.7,71182,0
Male,Hispanic,37,High School,2.1,92.8,69.6,3.9,Suburban,79.0,82743,1
Male,White,35,Bachelors,10.1,94.4,31.3,2.3,Rural,52.3,112221,1
Female,White,27,Masters,16.2,44.3,67.5,1.2,Suburban,0.0,100120,0
Male,White,29,High School,13.2,39.1,45.0,1.1,Urban,60.4,108763,1
Male,Hispanic,22,High School,2.8,54.0,28.7,2.0,Urban,7.8,76243,0
Female,Hispanic,57,PhD,1.6,78.0,29.6,5.0,Urban,23.3,71547,0
Male,Asian,28,Masters,4.4,46.9,32.1,1.0,Suburban,38.2,75171,0
Male,White,30,High School,8.1,47.8,64.0,4.1,Suburban,100.0,92263,1
Female,White,22,High School,9.7,70.1,56.0,2.6,Rural,68.8,98494,1
Male,White,42,Masters,2.1,76.9,60.0,2.3,Suburban,55.9,82945,1
Male,Black,48,High School,5.1,74.7,28.3,2.5,Suburban,64.9,86288,0
Female,Hispanic,45,Bachelors,9.9,58.5,54.2,1.0,Suburban,54.3,88095,0
Female,White,25,High School,1.2,35.3,54.4,1.0,Urban,88.1,70451,0
Female,White,26,High School,12.6,37.8,25.2,4.5,Urban,43.8,88850,1
Male,White,26,Bachelors,20.8,36.8,35.4,2.7,Suburban,86.1,108259,1
Female,Hispanic,52,Bachelors,0.5,53.1,36.0,1.0,Urban,84.0,66419,0
Female,Black,41,Bachelors,5.5,56.7,86.4,1.0,Rural,65.8,85554,0
Male,White,27,Masters,3.4,100.0,39.8,1.0,Rural,55.3,96681,1
Male,Hispanic,30,Masters,0.6,68.5,70.2,4.2,Rural,75.5,76631,0
Male,Asian,28,Masters,4.9,87.6,41.9,2.8,Suburban,76.0,78072,1
Female,Asian,35,High School,0.3,64.6,68.8,1.0,Urban,76.8,67937,0
Male,Black,49,Bachelors,3.7,60.8,36.8,1.0,Urban,66.5,71719,0
Female,White,40,Bachelors,2.8,17.7,48.6,2.2,Urban,52.4,63738,0
Male,White,38,Masters,18.7,68.0,20.0,2.7,Suburban,76.7,124613,1
Male,Black,22,PhD,3.3,87.3,27.2,1.0,Rural,53.7,92832,0
Female,White,38,Bachelors,1.3,26.2,75.9,1.8,Rural,40.8,62721,0
Male,White,30,High School,7.3,84.6,43.6,3.9,Rural,64.9,109877,1
Female,Asian,24,Bachelors,1.9,81.3,76.9,1.0,Urban,69.8,75798,0
Male,Black,22,Bachelors,0.2,52.9,61.1,1.7,Suburban,30.5,75849,0
Female,Black,34,Masters,0.3,54.0,100.0,2.1,Suburban,16.5,60983,0
Male,Asian,45,Masters,6.8,95.1,16.5,2.2,Suburban,68.1,95413,1
Male,White,22,Bachelors,10.2,84.1,29.9,2.7,Rural,89.5,104470,1
Female,Black,29,Masters,1.9,88.1,65.6,2.9,Urban,59.3,76471,0
Female,White,40,PhD,1.9,87.6,42.9,2.3,Suburban,47.4,92503,0
Female,Black,40,Bachelors,1.9,75.5,62.2,2.8,Rural,53.6,76755,0
Female,Hispanic,32,Masters,1.7,54.2,10.7,1.2,Rural,62.5,73502,0
Female,Hispanic,45,PhD,1.0,69.6,20.3,1.0,Rural,16.6,74086,0
Female,Black,22,Masters,3.9,69.8,69.7,1.0,Suburban,49.4,74040,0
Male,White,32,High School,0.3,62.5,55.4,2.6,Suburban,72.7,82549,0
Male,Black,53,Bachelors,3.5,34.3,16.0,1.3,Rural,67.6,79021,0
Male,White,42,PhD,2.1,82.9,10.3,2.1,Urban,56.4,94429,0
Male,White,22,Bachelors,3.3,53.0,24.7,3.3,Suburban,39.3,72885,0
Female,Hispanic,41,Masters,1.1,95.5,25.8,4.1,Rural,32.1,84453,0
Male,White,22,PhD,2.1,84.9,26.1,3.6,Rural,44.4,99507,1
Male,White,25,Masters,0.4,67.1,93.0,2.4,Suburban,58.2,86421,0
Male,Hispanic,40,Masters,0.9,92.1,51.5,1.9,Urban,60.4,75177,0
Male,Asian,28,Masters,5.7,75.5,45.1,1.0,Suburban,21.5,81612,0
Male,Hispanic,28,Masters,2.5,69.8,2.8,2.1,Urban,25.2,76540,0
Male,Hispanic,39,Masters,1.5,50.2,28.4,2.0,Urban,79.2,80264,0
Male,White,22,Bachelors,11.0,68.9,26.4,4.1,Suburban,97.1,113908,1
Female,White,31,Bachelors,8.3,47.4,56.5,2.2,Urban,77.3,89593,0
Female,Black,46,Bachelors,1.8,66.3,65.6,2.2,Urban,74.3,69571,0
Male,White,59,Bachelors,8.8,100.0,96.3,3.4,Urban,50.1,97976,1
Female,White,27,Bachelors,2.2,22.1,85.3,2.9,Urban,27.4,70221,0
Female,White,32,Masters,10.9,90.6,52.9,1.6,Suburban,83.2,106729,1
Male,Asian,30,Masters,2.1,36.6,68.5,1.4,Rural,24.4,70919,0
Male,White,53,Masters,1.4,90.1,84.7,2.8,Urban,85.0,88241,1
Female,Asian,31,Masters,3.0,84.3,33.1,1.0,Urban,58.6,76268,0
Female,Asian,24,Bachelors,3.5,91.9,36.1,2.1,Urban,48.6,84364,0
Male,Asian,27,High School,4.6,49.7,5.4,1.0,Suburban,70.2,75804,0
Female,White,43,Masters,1.9,91.4,61.3,1.1,Suburban,30.6,86855,0
Female,White,47,Masters,10.7,88.7,32.1,2.1,Urban,36.6,103034,0
Male,Asian,47,High School,3.6,54.8,26.2,5.0,Suburban,47.9,74528,0
Male,White,43,Masters,2.7,100.0,26.2,5.0,Urban,49.2,100452,1
Female,White,24,Masters,2.0,50.3,72.2,2.6,Rural,35.3,70180,0
Female,White,25,High School,5.3,19.5,42.2,3.0,Urban,78.1,64653,0
Male,Hispanic,44,Bachelors,3.1,82.1,39.4,2.1,Urban,53.7,88413,0
Female,White,40,Masters,3.9,85.6,72.0,4.3,Urban,82.7,83366,1
Female,Hispanic,44,Bachelors,2.5,44.7,33.8,3.2,Rural,49.0,60112,0
Female,White,22,Bachelors,12.3,69.4,16.3,4.2,Suburban,56.0,105243,1
Male,Hispanic,22,Masters,2.0,69.5,36.4,4.2,Urban,52.9,79203,0
Female,White,34,Bachelors,9.4,71.3,11.4,1.0,Urban,42.2,107039,0
Female,White,37,Bachelors,5.3,45.4,52.7,5.0,Urban,55.8,82776,0
Female,White,30,Bachelors,3.4,85.4,15.8,1.9,Suburban,71.1,90857,0
Female,Black,26,Masters,10.9,41.7,82.5,2.1,Urban,15.8,85755,0
Male,Black,55,High School,1.1,69.8,19.0,2.0,Urban,76.2,81784,0
Male,Hispanic,42,Bachelors,5.1,62.6,76.7,2.1,Urban,15.3,83030,0
Female,White,45,Bachelors,4.4,79.3,90.6,4.7,Suburban,37.5,92483,1
Male,Asian,30,Masters,3.9,69.2,24.4,3.9,Rural,46.8,81565,0
Female,Hispanic,22,Masters,0.8,69.7,37.2,4.1,Suburban,9.6,58853,0
Male,White,44,High School,1.9,97.8,33.4,3.6,Urban,60.3,100011,1
Male,Hispanic,42,Bachelors,6.1,61.1,55.6,1.0,Urban,29.8,82991,0
Female,Hispanic,36,Masters,4.9,41.2,59.2,1.5,Suburban,73.5,66121,0
Male,Asian,31,PhD,9.4,42.6,56.5,4.1,Urban,36.5,76126,0
Male,Black,48,High School,0.5,81.2,21.9,2.9,Rural,67.9,84761,0
Female,White,28,Bachelors,2.1,47.1,88.6,1.0,Urban,99.5,80375,0
Male,White,26,Bachelors,5.8,82.1,57.9,2.1,Suburban,100.0,104294,1
Male,White,28,Masters,6.2,77.5,48.9,2.0,Urban,36.5,102793,1
Male,Asian,22,Bachelors,8.7,3.8,22.8,1.0,Rural,54.6,78919,0
Female,White,36,High School,1.1,13.2,40.2,2.0,Rural,23.5,61920,0
Male,White,41,Bachelors,25.0,76.0,34.2,4.7,Urban,100.0,142531,1
Male,White,34,PhD,4.7,58.4,10.6,3.5,Suburban,13.7,86269,0
Male,White,40,PhD,5.7,52.5,67.7,1.6,Urban,67.9,93796,1
Male,Black,27,Masters,1.8,77.8,63.4,1.5,Suburban,76.4,79705,0
Female,Black,28,Bachelors,2.7,58.4,45.4,2.1,Urban,30.7,80292,0
Male,Hispanic,36,Bachelors,4.0,59.2,45.1,3.2,Urban,64.4,83488,0
Male,Hispanic,35,High School,3.7,73.2,12.2,1.7,Urban,59.1,87824,0
Female,Hispanic,37,Bachelors,10.7,95.1,70.4,1.0,Suburban,42.0,103883,0
Male,White,48,Masters,5.1,71.9,22.1,3.5,Suburban,100.0,96117,1
Female,White,37,Masters,10.6,100.0,33.4,3.4,Suburban,54.7,117614,1
Male,Black,32,Bachelors,0.5,67.4,92.1,1.0,Urban,73.5,76817,0
Female,White,40,Bachelors,2.9,41.9,49.2,3.4,Suburban,53.6,76315,0
Female,Black,22,Masters,1.9,51.3,100.0,2.1,Urban,0.6,72544,0
Female,White,43,Bachelors,4.3,43.4,29.4,5.0,Suburban,28.2,76983,0
Male,Asian,40,High School,4.1,87.1,78.9,4.5,Suburban,15.0,92412,0
Male,Black,22,High School,13.0,27.1,44.5,1.9,Urban,87.5,86053,0
Female,Hispanic,39,Masters,0.2,75.3,96.4,5.0,Suburban,36.9,68375,0
Male,White,48,Masters,0.7,78.0,67.8,4.4,Rural,100.0,84976,1
Female,White,44,Masters,3.7,75.4,48.6,1.4,Urban,58.3,88903,0
Female,Black,34,Masters,0.3,63.6,38.4,5.0,Rural,32.8,72460,0
Female,Black,22,High School,3.2,62.7,41.6,2.8,Urban,62.2,69885,0
Male,White,38,Masters,1.5,50.8,35.5,2.5,Urban,78.7,81049,0
Female,White,27,Bachelors,2.0,55.0,37.6,3.3,Suburban,90.5,81488,0
Female,Black,28,PhD,10.1,59.5,43.6,4.2,Rural,49.9,93670,0
Female,White,34,Bachelors,9.4,82.6,54.4,2.4,Urban,43.8,107256,0
Female,Black,22,Masters,2.8,44.6,20.4,1.2,Urban,47.2,69358,0
Female,Hispanic,26,PhD,0.5,73.4,66.9,1.0,Urban,22.7,66667,0
Male,Hispanic,36,Masters,13.1,57.6,54.6,4.1,Urban,68.0,98214,1
Female,Asian,29,High School,4.5,75.9,41.5,1.0,Urban,31.9,89062,0
Female,Hispanic,48,Bachelors,2.0,56.0,40.0,1.0,Urban,67.8,72233,0
Female,White,41,High School,4.5,68.6,29.0,2.1,Urban,22.9,86213,0
Male,Asian,40,Bachelors,1.7,63.5,0.0,2.9,Rural,39.1,81342,0
Male,White,33,High School,7.6,73.8,55.9,4.8,Rural,93.9,99391,1
Male,Asian,36,Masters,4.8,64.6,43.8,1.0,Suburban,74.4,75990,1
Female,White,35,Bachelors,0.7,11.6,58.9,2.0,Urban,48.8,61317,0
Male,Hispanic,43,Bachelors,11.1,72.6,43.8,1.0,Rural,59.8,100153,0
Male,Hispanic,31,High School,3.6,19.6,65.0,4.6,Urban,60.1,67697,0
Female,Hispanic,22,High School,0.2,71.9,73.4,1.8,Urban,25.2,73860,0
Female,Black,40,Bachelors,4.3,69.0,23.4,1.8,Urban,49.9,79276,0
Female,White,55,Masters,0.1,99.5,75.9,3.1,Suburban,60.9,85527,0
Female,Hispanic,39,Masters,0.9,63.6,8.5,1.3,Urban,58.9,74332,0
Male,White,51,High School,10.9,71.1,55.3,3.0,Suburban,80.0,109681,1
Male,White,40,Masters,0.7,61.1,76.1,4.5,Urban,36.0,81221,1
Male,Black,24,Masters,5.4,77.2,51.6,1.4,Suburban,56.8,90539,0
Male,Black,39,Masters,0.0,65.5,37.8,2.6,Urban,83.7,74524,0
Female,Hispanic,35,High School,3.3,38.9,58.4,3.0,Urban,24.6,66183,0
Male,Black,43,High School,0.4,95.9,65.9,2.0,Urban,42.9,81677,0
Female,Hispanic,22,PhD,3.9,45.3,13.0,1.5,Urban,61.4,68562,0
Male,White,25,High School,3.4,55.6,38.0,2.9,Suburban,89.3,80824,1
Female,Hispanic,25,Masters,5.1,52.5,5.6,1.0,Suburban,31.0,71946,0
Female,Black,35,Masters,2.9,64.4,47.1,4.1,Urban,77.8,75750,0
Female,White,26,Masters,9.1,62.9,56.9,1.4,Urban,37.3,92531,0
Female,Asian,22,Masters,2.6,81.1,42.8,2.5,Suburban,31.7,81702,0
Female,Black,22,Masters,1.3,50.9,26.5,2.3,Suburban,80.3,73557,0
Female,Black,37,Bachelors,7.1,27.8,64.8,4.7,Rural,77.8,65756,0
Female,Hispanic,31,Masters,6.1,51.7,75.3,4.8,Urban,66.5,68549,0
Female,White,29,PhD,5.1,53.8,26.1,2.5,Rural,43.1,91602,0
Female,Asian,28,PhD,8.6,100.0,89.6,3.7,Urban,41.6,104461,1
Male,Hispanic,49,Masters,8.3,84.8,68.6,1.0,Urban,48.4,96901,0
Male,Asian,40,Bachelors,6.5,54.5,50.5,3.7,Suburban,56.9,92262,0
Female,Asian,39,Bachelors,1.6,46.5,58.9,2.2,Urban,53.3,70133,0
Male,White,26,Masters,2.2,75.0,40.3,2.1,Urban,85.7,91251,1
Male,Hispanic,29,Bachelors,19.5,84.8,74.2,2.3,Suburban,79.5,115959,1
Male,Asian,47,Bachelors,2.6,95.8,69.2,2.2,Urban,70.5,88811,1
Female,Black,43,Bachelors,11.4,31.1,17.4,3.0,Urban,32.8,80325,0
Male,Asian,44,PhD,2.5,88.5,13.1,2.6,Suburban,71.7,90154,0
Female,White,53,Bachelors,0.2,45.1,28.8,3.6,Urban,62.0,70788,0
Male,White,33,PhD,2.8,59.2,40.4,1.0,Suburban,44.0,82298,0
Female,Asian,24,High School,3.3,57.7,32.1,4.0,Suburban,68.8,73919,0
Male,Hispanic,43,Bachelors,1.2,89.8,31.6,2.2,Urban,76.9,91309,0
Female,Hispanic,36,Masters,4.4,100.0,0.0,2.3,Rural,21.0,85326,0
Male,Black,50,High School,0.0,80.2,69.8,1.0,Suburban,70.1,76715,0
Female,Asian,44,PhD,4.6,88.3,47.5,1.4,Rural,59.7,90869,0
Male,White,27,High School,4.3,47.0,73.8,1.2,Suburban,33.6,84796,0
Male,White,37,Bachelors,5.5,57.4,31.7,1.8,Urban,54.7,86300,1
Male,Asian,47,Bachelors,3.2,63.1,74.0,1.8,Suburban,62.4,69566,0
Male,White,32,High School,2.2,43.6,42.3,2.4,Urban,55.5,83932,0
Male,Hispanic,28,Masters,17.4,84.8,48.5,1.0,Suburban,56.3,112505,1
Male,Asian,49,Bachelors,1.6,60.0,15.3,1.0,Suburban,73.1,82635,0
Male,Hispanic,22,PhD,2.8,26.7,17.7,1.0,Rural,60.4,68897,0
Male,Asian,41,Bachelors,1.4,76.9,48.5,1.8,Urban,35.9,82846,0
Female,White,30,Bachelors,0.9,71.4,44.0,3.6,Urban,93.1,75711,0
Female,Black,29,Masters,2.1,34.0,40.8,1.1,Suburban,76.4,66339,0
Male,Asian,29,Masters,0.1,23.6,51.6,3.0,Suburban,21.8,62220,0
Male,White,31,Bachelors,24.8,94.2,81.9,1.7,Suburban,88.2,146908,1
Female,Asian,41,Bachelors,1.8,73.9,36.9,1.7,Rural,53.7,74623,0
Male,White,41,Bachelors,0.0,73.1,32.9,5.0,Suburban,79.0,94679,1
Female,White,26,Bachelors,0.4,84.3,63.4,4.9,Suburban,41.2,94683,0
Male,White,23,Masters,9.9,86.3,27.4,4.6,Rural,67.5,114343,1
Male,White,24,Masters,8.1,84.9,35.5,5.0,Urban,35.7,99484,1
Female,White,41,Masters,1.0,85.9,95.5,2.5,Urban,48.5,80852,0
Female,Hispanic,47,High School,8.4,32.0,33.7,1.3,Urban,0.0,88613,0
Male,White,31,Masters,6.4,97.9,8.5,1.2,Suburban,61.0,110299,1
Female,Asian,36,Bachelors,6.4,45.3,50.8,2.4,Suburban,72.5,72718,0
Female,Hispanic,41,Bachelors,0.9,89.8,35.5,2.2,Suburban,20.1,69265,0
Female,Hispanic,49,PhD,1.4,67.3,48.3,1.2,Urban,59.0,75014,0
Male,Black,39,Masters,12.8,100.0,20.7,3.6,Urban,25.2,119363,1
Female,Asian,37,Bachelors,4.0,29.8,2.3,2.1,Suburban,76.5,68213,0
Male,Asian,54,Bachelors,4.8,85.5,39.0,2.8,Urban,48.6,87119,1
Female,Black,30,Bachelors,3.0,79.6,50.3,2.9,Urban,18.6,88431,0
Female,Hispanic,33,High School,1.5,34.0,49.4,3.6,Suburban,29.1,56975,0
Female,Hispanic,36,Masters,6.8,86.9,57.7,4.1,Urban,26.6,91119,0
Female,White,41,High School,2.1,81.2,65.1,2.7,Urban,57.2,94322,0
Male,Asian,34,Masters,6.3,43.5,35.7,1.1,Rural,56.0,86580,0
Male,White,44,Masters,7.2,84.8,36.7,4.3,Suburban,75.6,98381,1
Female,White,41,High School,5.9,76.1,48.6,1.0,Rural,100.0,88555,0
Female,White,55,Bachelors,7.6,79.6,71.5,4.8,Urban,63.8,102978,1
Female,White,27,Bachelors,0.2,59.2,63.0,1.9,Urban,48.3,77271,0
Female,White,36,Bachelors,2.6,88.4,51.5,3.5,Suburban,78.0,99379,0
Female,Asian,22,Bachelors,4.9,77.3,21.4,2.9,Suburban,46.7,88776,0
Male,Asian,50,Bachelors,9.3,89.6,93.3,1.3,Urban,78.2,96895,1
Female,White,45,Masters,5.3,64.8,21.1,2.1,Suburban,67.7,86391,0
Male,Asian,22,Masters,0.8,53.7,39.1,3.4,Urban,67.3,79058,0
Male,White,41,Bachelors,8.2,54.7,44.5,4.2,Urban,70.3,100301,1
Male,White,28,High School,2.4,87.3,69.4,3.0,Suburban,100.0,96951,1
Male,White,35,Bachelors,11.3,41.2,76.6,1.0,Suburban,67.6,92147,1
Male,Hispanic,41,High School,10.4,41.8,81.9,1.2,Urban,47.3,88786,0
Male,White,50,Masters,5.7,100.0,58.9,4.7,Urban,100.0,104269,1
Male,White,46,Bachelors,4.5,57.1,55.0,1.7,Suburban,43.8,85142,0
Female,White,29,Bachelors,2.6,82.6,35.8,3.0,Urban,66.0,73496,0
Male,Black,40,High School,8.3,79.0,50.5,2.7,Urban,67.8,91677,1
Female,White,49,Masters,2.0,79.3,65.8,2.8,Urban,0.0,86921,0
Female,White,38,High School,12.4,73.7,79.3,1.0,Urban,56.6,109184,1
Male,Hispanic,27,Masters,0.9,45.7,95.0,1.2,Suburban,70.3,69985,0
Female,Black,50,Masters,0.6,72.2,68.4,1.1,Urban,17.7,72626,0
Male,White,30,Bachelors,0.9,84.2,41.3,1.3,Urban,44.5,85743,0
Male,Hispanic,31,PhD,5.8,66.6,50.9,1.0,Rural,26.6,84197,0
Male,Black,33,Bachelors,1.7,78.5,100.0,1.8,Rural,91.5,87014,1
Female,White,40,Bachelors,0.2,80.2,24.1,2.3,Suburban,54.5,79625,0
Male,Black,51,High School,2.8,60.4,62.8,2.4,Urban,77.8,74382,0
Male,Asian,35,PhD,3.4,68.8,46.3,1.6,Suburban,41.1,78104,0
Female,Asian,34,PhD,9.3,52.5,61.9,3.2,Urban,67.2,91873,1
Female,White,29,Bachelors,6.7,67.0,100.0,2.6,Urban,76.8,95752,1
Male,Black,23,Bachelors,4.8,57.4,24.9,1.0,Rural,72.4,84972,0
Male,Black,32,PhD,0.9,100.0,44.0,1.0,Urban,19.4,91533,0
Female,White,33,Masters,4.1,95.0,51.7,4.3,Urban,87.4,97892,1
Female,Hispanic,31,Masters,10.8,100.0,43.6,1.9,Suburban,45.4,101404,0
Female,Black,49,PhD,6.1,53.0,38.0,2.9,Rural,23.9,71649,0
Male,White,24,Masters,0.2,100.0,33.5,2.4,Urban,53.2,89849,1
